BH,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,MAT,MAP,RS,RS_component,SPEI_min
1356,Linan,2012,1,30.23,119.7,175,Fertilized,"188 kg N ha-1, 488 kg k ha-1",Subtropical,Forest,Managed,Deciduous,15.8,1424,459.9,Rs,-0.981323123
1357,Linan,2012,1,30.23,119.7,175,Fertilized,"188 kg N ha-1, 488 kg k ha-1",Subtropical,Forest,Managed,Deciduous,15.8,1424,481.8,Rs,-0.981323123
1358,Yucheng Comprehensive Experiment Station of China Academy of Science,2010,1,36.833,116.566,20,No-till,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,925,Rs,-1.93763022
1359,Yucheng Comprehensive Experiment Station of China Academy of Science,2010,1,36.833,116.566,20,Warmed,,Temperate,Cropland,Managed,Deciduous,13.4,567,895,Rs,-1.93763022
1360,Yucheng Comprehensive Experiment Station of China Academy of Science,2010,1,36.833,116.566,20,Conventional tillage,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,821,Rs,-1.93763022
1361,Yucheng Comprehensive Experiment Station of China Academy of Science,2010,1,36.833,116.566,20,Warmed,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,841,Rs,-1.93763022
1362,Yucheng Comprehensive Experiment Station of China Academy of Science,2011,1,36.833,116.566,20,Conventional tillage,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,781,Rs,-1.776021347
1363,Yucheng Comprehensive Experiment Station of China Academy of Science,2011,1,36.833,116.566,20,Warmed,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,761,Rs,-1.776021347
1364,Yucheng Comprehensive Experiment Station of China Academy of Science,2011,1,36.833,116.566,20,No-till,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,709,Rs,-1.776021347
1365,Yucheng Comprehensive Experiment Station of China Academy of Science,2011,1,36.833,116.566,20,No-till,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,743,Rs,-1.776021347
1366,Yucheng Comprehensive Experiment Station of China Academy of Science,2012,1,36.833,116.566,20,Conventional tillage,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,313,Rs,-1.600266236
1367,Yucheng Comprehensive Experiment Station of China Academy of Science,2012,1,36.833,116.566,20,Warmed,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,307,Rs,-1.600266236
1368,Yucheng Comprehensive Experiment Station of China Academy of Science,2012,1,36.833,116.566,20,No-till,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,279,Rs,-1.600266236
1369,Yucheng Comprehensive Experiment Station of China Academy of Science,2012,1,36.833,116.566,20,No-till,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,291,Rs,-1.600266236
1370,Taihe city,2013,1,26.73,115.05,,Fertilized,CK,Subtropical,Forest,Managed,Evergreen,17.9,1505,466,Rs,-1.519219584
1371,Taihe city,2013,1,26.73,115.05,,Fertilized,40 kg N ha-1,Subtropical,Forest,Managed,Evergreen,17.9,1505,517,Rs,-1.519219584
1372,Taihe city,2013,1,26.73,115.05,,Fertilized,40 kg N ha-1,Subtropical,Forest,Managed,Evergreen,17.9,1505,686,Rs,-1.519219584
1373,Taihe city,2013,1,26.73,115.05,,Fertilized,120 kg N ha-1,Subtropical,Forest,Managed,Evergreen,17.9,1505,512,Rs,-1.519219584
1374,Taihe city,2013,1,26.73,115.05,,Fertilized,120 kg N ha-1,Subtropical,Forest,Managed,Evergreen,17.9,1505,434,Rs,-1.519219584
1375,Maoxian Mountain Ecosystem Research Station,2009,1,31.616,103.9,,Thinned,CK,Temperate,Forest,Managed,Evergreen,8.9,900,697.15,Rs,-1.532411373
1376,Maoxian Mountain Ecosystem Research Station,2009,1,31.616,103.9,,Thinned,74 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,573.05,Rs,-1.532411373
1377,Maoxian Mountain Ecosystem Research Station,2009,1,31.616,103.9,,Thinned,109 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,576.7,Rs,-1.532411373
1378,Maoxian Mountain Ecosystem Research Station,2009,1,31.616,103.9,,Thinned,CK,Temperate,Forest,Managed,Evergreen,8.9,900,448.95,Rs,-1.532411373
1379,Maoxian Mountain Ecosystem Research Station,2010,1,31.616,103.9,,Thinned,74 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,646.05,Rs,-2.152304292
1380,Maoxian Mountain Ecosystem Research Station,2010,1,31.616,103.9,,Thinned,109 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,507.35,Rs,-2.152304292
1381,Maoxian Mountain Ecosystem Research Station,2010,1,31.616,103.9,,Thinned,CK,Temperate,Forest,Managed,Evergreen,8.9,900,514.65,Rs,-2.152304292
1382,Maoxian Mountain Ecosystem Research Station,2010,1,31.616,103.9,,Thinned,74 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,518.3,Rs,-2.152304292
1383,Maoxian Mountain Ecosystem Research Station,2011,1,31.616,103.9,,Thinned,109 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,521.95,Rs,-1.524891519
1384,Maoxian Mountain Ecosystem Research Station,2011,1,31.616,103.9,,Thinned,CK,Temperate,Forest,Managed,Evergreen,8.9,900,438,Rs,-1.524891519
1385,Maoxian Mountain Ecosystem Research Station,2011,1,31.616,103.9,,Thinned,74 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,416.1,Rs,-1.524891519
1386,Maoxian Mountain Ecosystem Research Station,2011,1,31.616,103.9,,Thinned,109 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,474.5,Rs,-1.524891519
1387,Haibei Grassland Ecological Monitoring Station,2011,1,36.95,100.85,3140,Warmed,CK,Temperate,Grassland,Managed,Deciduous,1.34,408.45,1379.7,Rs,-2.055476408
1388,Haibei Grassland Ecological Monitoring Station,2011,1,36.95,100.85,3140,Warmed,,Temperate,Grassland,Managed,Deciduous,1.34,408.45,1353.24,Rs,-2.055476408
1389,Haibei Grassland Ecological Monitoring Station,2012,1,36.95,100.85,3140,Warmed,CK,Temperate,Grassland,Managed,Deciduous,1.34,408.45,1712.34,Rs,-1.47778513
1390,Haibei Grassland Ecological Monitoring Station,2012,1,36.95,100.85,3140,Warmed,,Temperate,Grassland,Managed,Deciduous,1.34,408.45,1757.7,Rs,-1.47778513
1391,Haibei Grassland Ecological Monitoring Station,2013,1,36.95,100.85,3140,Warmed,CK,Temperate,Grassland,Managed,Deciduous,1.34,408.45,1561.14,Rs,-2.511989613
1392,Haibei Grassland Ecological Monitoring Station,2013,1,36.95,100.85,3140,Warmed,,Temperate,Grassland,Managed,Deciduous,1.34,408.45,1408.05,Rs,-2.511989613
1393,Tengger Desert,2011,1,37.55,105.03,1339,None,None,Mediterranean,Desert,Natural,Deciduous,9.6,186.6,50,Rs,-1.768244183
1394,Tengger Desert,2011,1,37.55,105.03,1339,None,None,Mediterranean,Desert,Natural,Deciduous,9.6,186.6,82,Rs,-1.768244183
1395,Tengger Desert,2011,1,37.55,105.03,1339,None,None,Mediterranean,Desert,Natural,Deciduous,9.6,186.6,115,Rs,-1.768244183
1396,Tengger Desert,2011,1,37.55,105.03,1339,None,None,Mediterranean,Desert,Natural,Deciduous,9.6,186.6,62.5,Rs,-1.768244183
1397,Tengger Desert,2012,1,37.55,105.03,1339,None,None,Mediterranean,Desert,Natural,Deciduous,9.6,186.6,63,Rs,-1.139102382
1398,Tengger Desert,2012,1,37.55,105.03,1339,None,None,Mediterranean,Desert,Natural,Deciduous,9.6,186.6,99,Rs,-1.139102382
1399,Tengger Desert,2012,1,37.55,105.03,1339,None,None,Mediterranean,Desert,Natural,Deciduous,9.6,186.6,141,Rs,-1.139102382
1400,Tengger Desert,2012,1,37.55,105.03,1339,None,None,Mediterranean,Desert,Natural,Deciduous,9.6,186.6,75,Rs,-1.139102382
1401,Bailingmiao,2011,1,41.64,111.33,1409,None,None,Temperate,Desert,Natural,Deciduous,4.6,255.2,401.5,Rs,-1.64744594
1402,Bailingmiao,2011,1,41.64,111.33,1409,None,None,Temperate,Desert,Natural,Deciduous,4.6,255.2,427.05,Rs,-1.64744594
1403,Dinghushan,2013,1,23.17,112.5,275,None,None,Subtropical,Forest,Natural,Evergreen,21,1927,1204.5,Rs,-1.608774214
1404,Dinghushan,2013,1,23.17,112.5,275,None,None,Subtropical,Forest,Natural,Evergreen,21,1927,1208.15,Rs,-1.608774214
1405,Dinghushan,2013,1,23.17,112.5,275,None,None,Subtropical,Forest,Natural,Evergreen,21,1927,1022,Rs,-1.608774214
1406,Dinghushan,2013,1,23.17,112.5,275,None,None,Subtropical,Forest,Natural,Evergreen,21,1927,821.25,Rs,-1.608774214
1407,Pingxiang,2011,1,22.17,106.83,500,None,None,Subtropical,Forest,Natural,Evergreen,21,1400,901.55,Rs,-1.449895555
1408,Pingxiang,2011,1,22.17,106.83,500,None,None,Subtropical,Forest,Natural,Evergreen,21,1400,708.1,Rs,-1.449895555
1409,Pingxiang,2011,1,22.17,106.83,500,None,None,Subtropical,Forest,Natural,Evergreen,21,1400,751.9,Rs,-1.449895555
1410,Dinghuashan,2012,1,23.17,112.52,,None,None,Subtropical,Forest,Natural,Mixed,21,1927,1122.66,Rs,-1.218561819
1411,Dinghuashan,2012,1,23.17,112.52,,None,None,Subtropical,Forest,Natural,Mixed,21,1927,1058.4,Rs,-1.218561819
1412,Dinghuashan,2012,1,23.17,112.52,,None,None,Subtropical,Forest,Natural,Mixed,21,1927,1024.38,Rs,-1.218561819
1413,Dinghuashan,2012,1,23.17,112.52,,None,None,Subtropical,Forest,Natural,Mixed,21,1927,948.78,Rs,-1.218561819
1414,Dinghuashan,2013,1,23.17,112.52,,None,None,Subtropical,Forest,Natural,Mixed,21,1927,1028.16,Rs,-1.612942181
1415,Dinghuashan,2013,1,23.17,112.52,,None,None,Subtropical,Forest,Natural,Mixed,21,1927,956.34,Rs,-1.612942181
1416,Dinghuashan,2013,1,23.17,112.52,,None,None,Subtropical,Forest,Natural,Mixed,21,1927,880.74,Rs,-1.612942181
1417,Dinghuashan,2013,1,23.17,112.52,,None,None,Subtropical,Forest,Natural,Mixed,21,1927,691.74,Rs,-1.612942181
1418,Haibei,2012,1,36.95,100.85,3140,Grazing,,Alpine,Grassland,Managed,Deciduous,0.8,398,552.68,Rs,-1.47778513
1419,Haibei,2012,1,36.95,100.85,3140,Grazing,None,Alpine,Grassland,Managed,Deciduous,0.8,398,432.47,Rs,-1.47778513
1420,Changwu,2009,1,35.22,107.67,1095,Understory removal,Normal litter inputs,Temperate,Forest,Managed,Deciduous,9.4,580,868,Rs,-1.450342582
1421,Changwu,2010,1,35.22,107.67,1095,Understory removal,Normal litter inputs,Temperate,Forest,Managed,Deciduous,9.4,580,950,Rs,-1.665800455
1422,Changwu,2011,1,35.22,107.67,1095,Understory removal,Normal litter inputs,Temperate,Forest,Managed,Deciduous,9.4,580,635,Rs,-1.848461162
1423,Changwu,2012,1,35.22,107.67,1095,Understory removal,Normal litter inputs,Temperate,Forest,Managed,Deciduous,9.4,580,745,Rs,-1.479901145
1424,Changwu,2013,1,35.22,107.67,1095,Understory removal,Normal litter inputs,Temperate,Forest,Managed,Deciduous,9.4,580,965,Rs,-2.034163877
1425,Changwu,2009,1,35.22,107.67,1095,Understory removal,litter removal,Temperate,Forest,Managed,Deciduous,9.4,580,730,Rs,-1.450342582
1426,Changwu,2010,1,35.22,107.67,1095,Understory removal,litter removal,Temperate,Forest,Managed,Deciduous,9.4,580,766,Rs,-1.665800455
1427,Changwu,2011,1,35.22,107.67,1095,Understory removal,litter removal,Temperate,Forest,Managed,Deciduous,9.4,580,529,Rs,-1.848461162
1428,Changwu,2012,1,35.22,107.67,1095,Understory removal,litter removal,Temperate,Forest,Managed,Deciduous,9.4,580,675,Rs,-1.479901145
1429,Changwu,2013,1,35.22,107.67,1095,Understory removal,litter removal,Temperate,Forest,Managed,Deciduous,9.4,580,843,Rs,-2.034163877
1430,IMGERS,2012,3,44,116.5,,Grazing,,Temperate,Grassland,Managed,Deciduous,0.4,278.7,623.7,Rs,-1.522203714
1431,IMGERS,2012,3,44,116.5,,Clip,Clipped 80% of aboveground biomass,Temperate,Grassland,Managed,Deciduous,0.4,278.7,778.68,Rs,-1.522203714
1432,IMGERS,2012,3,44,116.5,,Grazing,,Temperate,Grassland,Managed,Deciduous,0.4,278.7,820.26,Rs,-1.522203714
1433,Khingan,2012,1,48.1,129.11,,None,None,Temperate,Forest,Natural,Mixed,-0.5,715,1098.08,Rs,-0.797263222
1434,Khingan,2012,1,48.1,129.11,,None,None,Temperate,Forest,Natural,Mixed,-0.5,715,1342.41,Rs,-0.797263222
1435,Khingan,2012,1,48.1,129.11,,None,None,Temperate,Forest,Natural,Mixed,-0.5,715,1146.24,Rs,-0.797263222
1436,Khingan,2012,1,48.1,129.11,,None,None,Temperate,Forest,Natural,Mixed,-0.5,715,1037.64,Rs,-0.797263222
1437,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,598.39,Rs,-2.005614943
1438,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,703,Rs,-2.005614943
1439,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,708,Rs,-2.005614943
1440,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,,Temperate,Cropland,Managed,Deciduous,13.8,640,795,Rs,-2.005614943
1441,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,,Temperate,Cropland,Managed,Deciduous,13.8,640,656,Rs,-2.005614943
1442,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,,Temperate,Cropland,Managed,Deciduous,13.8,640,867,Rs,-2.005614943
1443,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,865,Rs,-2.005614943
1444,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,1048,Rs,-2.005614943
1445,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,,Temperate,Cropland,Managed,Deciduous,13.8,640,903,Rs,-2.005614943
1446,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,"No-till, mulching",Temperate,Cropland,Managed,Deciduous,13.8,640,1089,Rs,-2.005614943
1447,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,"No-till, mulching",Temperate,Cropland,Managed,Deciduous,13.8,640,974,Rs,-2.005614943
1448,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,"No-till, mulching",Temperate,Cropland,Managed,Deciduous,13.8,640,1085,Rs,-2.005614943
1449,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,1210,Rs,-2.005614943
1450,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,,Temperate,Cropland,Managed,Deciduous,13.8,640,996,Rs,-2.005614943
1451,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,"No-till, mulching",Temperate,Cropland,Managed,Deciduous,13.8,640,1020,Rs,-2.005614943
1452,Hangzhou,2010,1,30.27,120.16,,None,None,Temperate,Wetland,Natural,Deciduous,16,1273,1768.2,Rs,-1.280125336
1453,Hangzhou,2010,1,30.27,120.16,,None,None,Temperate,Wetland,Natural,Deciduous,16,1273,1426.08,Rs,-1.280125336
1454,Hangzhou,2010,1,30.27,120.16,,None,None,Temperate,Wetland,Natural,Deciduous,16,1273,626.04,Rs,-1.280125336
1455,Xianning city,2011,1,29.6,114.25,,Weed control,,Temperate,Forest,Managed,Evergreen,17.1,1496.2,861.82,Rs,-2.162236476
1456,Xianning city,2011,1,29.6,114.25,,Weed control,,Temperate,Forest,Managed,Evergreen,17.1,1496.2,924.55,Rs,-2.162236476
1457,Taihang Mountain,2012,1,37.878,114.263,593.5,Plantation,,,Forest,Managed,Evergreen,13,560,623.7,Rs,-1.308542018
1458,Taihang Mountain,2012,1,37.878,114.263,593.5,Plantation,,,Forest,Managed,Evergreen,13,560,619.92,Rs,-1.308542018
1459,Taihang Mountain,2012,1,37.878,114.263,593.5,Plantation,,,Forest,Managed,Evergreen,13,560,557.55,Rs,-1.308542018
1460,Taihang Mountain,2012,1,37.878,114.263,593.5,Plantation,,,Forest,Managed,Deciduous,13,560,585.9,Rs,-1.308542018
1461,Taihang Mountain,2012,1,37.878,114.263,593.5,Fertilized,,,Grassland,Managed,Deciduous,13,560,495.18,Rs,-1.308542018
1462,Taihang Mountain,2012,1,37.878,114.263,593.5,Rotation,,,Cropland,Managed,Deciduous,13,560,910.98,Rs,-1.308542018
1463,Mahan Mountains,2016,1,35.74,103.97,3548,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,530,842,Rs,-1.012163936
1464,Mahan Mountains,2016,1,35.74,103.97,3531,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,530,917,Rs,-1.012163936
1465,Mahan Mountains,2016,1,35.74,103.97,3524,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,530,792,Rs,-1.012163936
1466,Qianyanzhou Ecological Station,2013,1,26.744,115.059,,Plantation,,Subtropical,Forest,Managed,Evergreen,17.9,1505,468.5724,Rs,-1.521197994
1467,Qianyanzhou Ecological Station,2013,1,26.744,115.059,,Plantation,,Subtropical,Forest,Managed,Evergreen,17.9,1505,424.5096,Rs,-1.521197994
1468,Qianyanzhou Ecological Station,2013,1,26.744,115.059,,Plantation,,Subtropical,Forest,Managed,Evergreen,17.9,1505,638.3412,Rs,-1.521197994
1469,Qianyanzhou Ecological Station,2013,1,26.744,115.059,,Plantation,,Subtropical,Forest,Managed,Evergreen,17.9,1505,383.6004,Rs,-1.521197994
1470,Qianyanzhou Ecological Station,2013,1,26.744,115.059,,Plantation,,Subtropical,Forest,Managed,Evergreen,17.9,1505,430.8168,Rs,-1.521197994
1471,,2009,4,28.116,112.3,,No-till,"No-till, residue retention",Subtropical,Cropland,Managed,Deciduous,16.8,1358.3,118.25,Rs,-1.439430965
1472,,2009,4,28.116,112.3,,Reduced tillage,Rotary tillage+ residue retention,Subtropical,Cropland,Managed,Deciduous,16.8,1358.3,118.25,Rs,-1.439430965
1473,,2009,4,28.116,112.3,,Conventional tillage,,Subtropical,Cropland,Managed,Deciduous,16.8,1358.3,115.25,Rs,-1.439430965
1474,,2009,4,28.116,112.3,,Conventional tillage,,Subtropical,Cropland,Managed,Deciduous,16.8,1358.3,113.92,Rs,-1.439430965
1475,Yanting,2010,1,31.27,105.48,500,Fertilized,,Subtropical,Cropland,Managed,Deciduous,17.3,826,458.8,Rs,-1.482896869
1476,Yanting,2011,1,31.27,105.48,500,Fertilized,,Subtropical,Cropland,Managed,Deciduous,17.3,826,466.8,Rs,-1.39265521
1477,Huitong Experimental Station of Forest Ecology,2013,1,26.92,109.98,700,Fertilized,CK,Subtropical,Cropland,Managed,Evergreen,16.5,1200,711.45,Rs,-2.469855595
1478,Huitong Experimental Station of Forest Ecology,2013,1,26.92,109.98,700,Fertilized,,Subtropical,Cropland,Managed,Evergreen,16.5,1200,673.61,Rs,-2.469855595
1479,Luanchang Agroecosystem Experimental Station,2008,1,37.89,114.7,50.1,Irrigated,"0-15cm., 140.25 kg N ha1 & 60.26 kg P ha1 (10/17/2007); 162.75 kg N ha1, 67.0 mm (4/12/2008); 276 kg N ha1, 60.0 mm (7/22/2008)",Temperate,Cropland,Managed,Deciduous,12.5,480,883.3,Rs,-1.808133934
1480,Luanchang Agroecosystem Experimental Station,2008,1,37.89,114.7,50.1,Irrigated,"0-15cm., 140.25 kg N ha1 & 60.26 kg P ha1 (10/17/2007); 162.75 kg N ha1, 67.0 mm (4/12/2008); 276 kg N ha1, 60.0 mm (7/22/2008)",Temperate,Cropland,Managed,Deciduous,12.5,480,1029.3,Rs,-1.808133934
1481,Taiyuan,2012,1,36.07,112.1,1690,None,None,Temperate,Forest,Natural,Evergreen,11,600,408.8,Rs,-1.29142303
1482,Taiyuan,2012,1,36.07,112.1,1653,None,None,Temperate,Forest,Natural,Evergreen,11,600,689.85,Rs,-1.29142303
1483,Taiyuan,2012,1,36.07,112.1,1710,None,None,Temperate,Forest,Natural,Evergreen,11,600,569.4,Rs,-1.29142303
1484,Luancheng,2011,4,37.88,114.7,50,Fertilized,with mineral N fertilizer 315 kg N ha y and no warming,Temperate,Cropland,Managed,Deciduous,12.4,460,445.3,Rs,-1.688662106
1485,Luancheng,2011,4,37.88,114.7,50,Fertilized,with mineral N fertilizer 315 kg N ha y and no warming,Temperate,Cropland,Managed,Deciduous,12.4,460,474.5,Rs,-1.688662106
1486,Luancheng,2011,4,37.88,114.7,50,Warmed,,Temperate,Cropland,Managed,Deciduous,12.4,460,507.35,Rs,-1.688662106
1487,Luancheng,2011,4,37.88,114.7,50,Fertilized,with mineral N fertilizer 315 kg N ha y and no warming,Temperate,Cropland,Managed,Deciduous,12.4,460,569.4,Rs,-1.688662106
1488,Yucheng Comprehensive Experiment Station,2003,1,36.95,116.6,20,Fertilized,with mineral N fertilizer 315 kgâˆ? N haâˆ? yâˆ? and no warming,Temperate,Cropland,Managed,Deciduous,13.1,528,893,Rs,-0.365776668
1489,Yucheng Comprehensive Experiment Station,2004,1,36.95,116.6,20,Fertilized,100 kgN/ha,Temperate,Cropland,Managed,Deciduous,13.1,528,759,Rs,-1.419659727
1490,Yucheng Comprehensive Experiment Station,2005,1,36.95,116.6,20,Conventional tillage,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.1,528,766,Rs,-1.365100656
1491,Yucheng Comprehensive Experiment Station,2006,1,36.95,116.6,20,Warmed,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.1,528,883,Rs,-1.775544279
1492,"Forest Ecological Research Station, Baotianman Natural Reserve",2014,1,31.965,111.925,1400,None,285 kg N haâ€? yrâ€?,Temperate,Forest,Natural,Deciduous,15.1,890,497,Rs,-1.648516108
1493,"Forest Ecological Research Station, Baotianman Natural Reserve",2014,1,31.965,111.925,1400,Experimental throughfall reduction,50% reduction in throughfall,Temperate,Forest,Managed,Deciduous,15.1,890,567,Rs,-1.648516108
1494,"Forest Ecological Research Station, Baotianman Natural Reserve",2015,1,31.965,111.925,1400,None,None,Temperate,Forest,Natural,Deciduous,15.1,890,603,Rs,-0.667788198
1495,"Forest Ecological Research Station, Baotianman Natural Reserve",2015,1,31.965,111.925,1400,Experimental throughfall reduction,50% reduction in throughfall,Temperate,Forest,Managed,Deciduous,15.1,890,576,Rs,-0.667788198
1496,Taihe city,2005,4,26.73,115.05,101,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,975.3,Rs,-1.844163585
1497,Taihe city,2005,4,26.73,115.05,110,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,975.3,Rs,-1.844163585
1498,Taihe city,2005,4,26.73,115.05,111,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,975.3,Rs,-1.844163585
1499,Taihe city,2005,4,26.73,115.05,92,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,789.1,Rs,-1.844163585
1500,Taihe city,2005,4,26.73,115.05,114,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,789.1,Rs,-1.844163585
1501,Taihe city,2005,4,26.73,115.05,109,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,789.1,Rs,-1.844163585
1502,Gansu Agricultural University,2011,1,37.96,102.64,1506,Reduced tillage,stubble mulching,Temperate,Cropland,Managed,Deciduous,7.2,156,355.32,Rs,-1.911185041
1503,Gansu Agricultural University,2011,1,37.96,102.64,1506,Reduced tillage,stubble incorporated,Temperate,Cropland,Managed,Deciduous,7.2,156,283.5,Rs,-1.911185041
1504,Gansu Agricultural University,2011,1,37.96,102.64,1506,Reduced tillage,tillage without stubble retention,Temperate,Cropland,Managed,Deciduous,7.2,156,294.84,Rs,-1.911185041
1505,Gansu Agricultural University,2011,1,37.96,102.64,1506,Reduced tillage,CK,Temperate,Cropland,Managed,Deciduous,7.2,156,355.32,Rs,-1.911185041
1506,Gansu Agricultural University,2011,1,37.96,102.64,1506,Reduced tillage,stubble mulching,Temperate,Cropland,Managed,Deciduous,7.2,156,321.3,Rs,-1.911185041
1507,Gansu Agricultural University,2011,1,37.96,102.64,1506,Reduced tillage,stubble incorporated,Temperate,Cropland,Managed,Deciduous,7.2,156,287.28,Rs,-1.911185041
1508,Gansu Agricultural University,2011,1,37.96,102.64,1506,Reduced tillage,tillage without stubble retention,Temperate,Cropland,Managed,Deciduous,7.2,156,309.96,Rs,-1.911185041
1509,Gansu Agricultural University,2011,1,37.96,102.64,1506,Reduced tillage,CK,Temperate,Cropland,Managed,Deciduous,7.2,156,328.86,Rs,-1.911185041
1510,Gansu Agricultural University,2012,1,37.96,102.64,1506,Reduced tillage,stubble mulching,Temperate,Cropland,Managed,Deciduous,7.2,156,355.32,Rs,-1.211396745
1511,Gansu Agricultural University,2012,1,37.96,102.64,1506,Reduced tillage,stubble incorporated,Temperate,Cropland,Managed,Deciduous,7.2,156,291.06,Rs,-1.211396745
1512,Gansu Agricultural University,2012,1,37.96,102.64,1506,Reduced tillage,tillage without stubble retention,Temperate,Cropland,Managed,Deciduous,7.2,156,328.86,Rs,-1.211396745
1513,Gansu Agricultural University,2012,1,37.96,102.64,1506,Reduced tillage,CK,Temperate,Cropland,Managed,Deciduous,7.2,156,351.54,Rs,-1.211396745
1514,Gansu Agricultural University,2012,1,37.96,102.64,1506,Reduced tillage,stubble mulching,Temperate,Cropland,Managed,Deciduous,7.2,156,616.14,Rs,-1.211396745
1515,Gansu Agricultural University,2012,1,37.96,102.64,1506,Reduced tillage,stubble incorporated,Temperate,Cropland,Managed,Deciduous,7.2,156,506.52,Rs,-1.211396745
1516,Gansu Agricultural University,2012,1,37.96,102.64,1506,Reduced tillage,tillage without stubble retention,Temperate,Cropland,Managed,Deciduous,7.2,156,589.68,Rs,-1.211396745
1517,Gansu Agricultural University,2012,1,37.96,102.64,1506,Reduced tillage,CK,Temperate,Cropland,Managed,Deciduous,7.2,156,623.7,Rs,-1.211396745
1518,,2012,1,42.5,117.35,1400,Fertilized,None,Temperate,Forest,Managed,Evergreen,-1.4,450.1,982.8,Rs,-1.870139694
1519,,2012,1,42.5,117.35,1400,Fertilized,5 g N m-2 yr-1,Temperate,Forest,Managed,Evergreen,-1.4,450.1,1190.7,Rs,-1.870139694
1520,,2012,1,42.5,117.35,1400,Fertilized,5 g P m-2 yr-1 P,Temperate,Forest,Managed,Evergreen,-1.4,450.1,1096.2,Rs,-1.870139694
1521,,2012,1,42.5,117.35,1400,Fertilized,5 g N and 5 g P m-2 yr-1 N and P,Temperate,Forest,Managed,Evergreen,-1.4,450.1,1058.4,Rs,-1.870139694
1522,Nantou County,2012,1,23.68,120.8,1120,None,None,Subtropical,Forest,Natural,Evergreen,18.6,2407,1121,Rs,-0.890732224
1523,Nantou County,2013,1,23.68,120.8,1120,None,None,Subtropical,Forest,Natural,Evergreen,18.6,2407,1129,Rs,-1.216682263
1524,Nantou County,2014,1,23.68,120.8,1120,None,None,Subtropical,Forest,Natural,Evergreen,18.6,2407,1200,Rs,-0.842539963
1525,Nantou County,2015,1,23.68,120.8,1120,None,None,Subtropical,Forest,Natural,Evergreen,18.6,2407,1115,Rs,-0.616800315
