BH,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,MAT,MAP,RS,RS_component,SPEI_min
623,Yizhou State Forestry Centre,2003,1,26.41666667,117.8333333,,Clearcut,"Clearcut, slash burned",Subtropical,Forest,Managed,Evergreen,19.2,1688,386,Rs,-2.264854385
624,Yizhou State Forestry Centre,2003,1,26.41666667,117.8333333,,None,None,Subtropical,Forest,Natural,Evergreen,19.2,1688,1269,Rs,-2.264854385
625,Yizhou State Forestry Centre,2002,1,26.41666667,117.8333333,,Clearcut,"Clearcut, slash burned",Subtropical,Forest,Managed,Evergreen,19.2,1688,510,Rs,-1.250560827
626,Yizhou State Forestry Centre,2002,1,26.41666667,117.8333333,,None,None,Subtropical,Forest,Natural,Evergreen,19.2,1688,1495,Rs,-1.250560827
627,Yizhou State Forestry Centre,2003,1,26.41666667,117.8333333,,Clearcut,"Clearcut, slash burned",Subtropical,Forest,Managed,Evergreen,19.2,1688,386,Rs,-2.264854385
628,Yizhou State Forestry Centre,2003,1,26.41666667,117.8333333,,None,None,Subtropical,Forest,Natural,Evergreen,19.2,1688,1269,Rs,-2.264854385
629,Yizhou State Forestry Centre,2002,1,26.41666667,117.8333333,,Clearcut,"Clearcut, slash burned",Subtropical,Forest,Managed,Evergreen,19.2,1688,510,Rs,-1.250560827
630,Yizhou State Forestry Centre,2002,1,26.41666667,117.8333333,,None,None,Subtropical,Forest,Natural,Evergreen,19.2,1688,1495,Rs,-1.250560827
631,Yizhou State Forestry Centre,2003,1,26.41666667,117.8333333,,Clearcut,"Clearcut, slash burned",Subtropical,Forest,Managed,Evergreen,19.2,1688,386,Rs,-2.264854385
632,Yizhou State Forestry Centre,2003,1,26.41666667,117.8333333,,None,None,Subtropical,Forest,Natural,Evergreen,19.2,1688,1269,Rs,-2.264854385
633,Menglun Nature Reserve,2005,5,21.9275,101.2652778,750,None,None,Tropical,Forest,Natural,Mixed,21.7,1487,886,Rs,-2.287091167
634,Changbai Mountains Forest Ecosystem Research Station,2004,3,42.4,128.1,748,None,None,Temperate,Forest,Natural,Evergreen,3.6,705,935.4,Rs,-2.194487941
635,Changbai Mountains Forest Ecosystem Research Station,2004,3,42.4,128.1,746,None,None,Temperate,Forest,Natural,Deciduous,3.6,705,1477.9,Rs,-2.194487941
636,Changbai Mountains Forest Ecosystem Research Station,2004,3,42.4,128.1,674,Plantation,Pinus koraiensis Siebold plantation,Temperate,Forest,Managed,Deciduous,3.6,705,830.7,Rs,-2.194487941
637,Xilin River Basin,2005,1,43.5125,116.8272222,1343,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450,299.24,Rs,-1.500976474
638,Xilin River Basin,2005,1,43.58888889,116.5541667,1130,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450,226.99,Rs,-1.494539336
639,Xilin River Basin,2005,1,44.08666667,115.9044444,970,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450,131.55,Rs,-1.706683428
640,Xilin River Basin,2006,1,43.5125,116.8272222,1343,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450,240.44,Rs,-2.066726043
641,Xilin River Basin,2006,1,43.58888889,116.5541667,1130,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450,150.62,Rs,-2.100957284
642,Xilin River Basin,2006,1,44.08666667,115.9044444,970,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450,111.31,Rs,-1.984178428
643,Xilin River Basin,2007,1,43.5125,116.8272222,1343,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450,223.62,Rs,-2.348222597
644,Xilin River Basin,2007,1,43.58888889,116.5541667,1130,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450,176.84,Rs,-2.352876674
645,Xilin River Basin,2007,1,44.08666667,115.9044444,970,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450,125.69,Rs,-2.306424356
647,Changbai Mountain Natural Reserve,2003,1,42.4025,128.0958333,738,None,None,Temperate,Forest,Natural,Deciduous,3.6,700,593,Rs,-1.806375411
648,Saihanba Forestry Center,2006,1.5,42.5,117.35,1400,Fertilized,10 kg N m^-1 yr^-1,Boreal,Forest,Managed,Evergreen,-1.4,450.1,453,Rs,-2.003674936
649,Saihanba Forestry Center,2006,1.5,42.5,117.35,1400,Fertilized,15 kg N m^-1 yr^-1,Boreal,Forest,Managed,Deciduous,-1.4,450.1,436,Rs,-2.003674936
650,Saihanba Forestry Center,2006,1.5,42.5,117.35,1400,None,None,Boreal,Forest,Natural,Deciduous,-1.4,450.1,576,Rs,-2.003674936
651,Saihanba Forestry Center,2006,1.5,42.5,117.35,1400,None,None,Boreal,Shrubland,Natural,Deciduous,-1.4,450.1,621,Rs,-2.003674936
652,Saihanba Forestry Center,2006,1.5,42.5,117.35,1400,None,None,Boreal,Shrubland,Natural,Deciduous,-1.4,450.1,653,Rs,-2.003674936
653,Saihanba Forestry Center,2006,1.5,42.5,117.35,1400,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450.1,495,Rs,-2.003674936
654,Saihanba Forestry Center,2006,1.5,42.5,117.35,1400,None,None,Boreal,Grassland,Natural,Deciduous,-1.4,450.1,785,Rs,-2.003674936
655,,2006,2,27.67,114.62,285,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.75,1591,1170,Rs,-1.22138671
656,,2006,2,27.67,114.62,280,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.75,1591,1284,Rs,-1.22138671
657,,2006,2,27.67,114.62,315,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.75,1591,711,Rs,-1.22138671
658,,2008,1,32.18333333,118.7,,None,None,Subtropical,Forest,Natural,Deciduous,15.5,1020,746,Rs,-1.61886778
659,,2008,1,32.18333333,118.7,,None,None,Subtropical,Forest,Natural,Deciduous,15.5,1020,650,Rs,-1.61886778
660,,2008,1,32.18333333,118.7,,None,None,Subtropical,Forest,Natural,Deciduous,15.5,1020,684,Rs,-1.61886778
661,,2008,1,32.18333333,118.7,,None,None,Subtropical,Forest,Natural,Deciduous,15.5,1020,650,Rs,-1.61886778
662,Tianjiling National Park,2007,1,28.1,113.0166667,80,Plantation,,Subtropical,Forest,Managed,Evergreen,17.2,1422,443,Rs,-2.35308924
663,Tianjiling National Park,2008,1,28.1,113.0166667,80,Plantation,,Subtropical,Forest,Managed,Evergreen,17.2,1422,473,Rs,-1.575568651
664,Heshan Hilly Land Interdisciplinary Experimental Station,2008,1,22.56666667,112.8333333,,Fertilized,C. alata addition,Subtropical,Forest,Managed,Evergreen,21.7,1290,594,Rs,-0.997938373
665,Heshan Hilly Land Interdisciplinary Experimental Station,2008,1,22.56666667,112.8333333,,Fertilized,C. alata addition,Subtropical,Forest,Managed,Evergreen,21.7,1290,718,Rs,-0.997938373
666,Heshan Hilly Land Interdisciplinary Experimental Station,2008,1,22.56666667,112.8333333,,Understory removal,,,Forest,Managed,Evergreen,21.7,1290,557,Rs,-0.997938373
667,Heshan Hilly Land Interdisciplinary Experimental Station,2008,1,22.56666667,112.8333333,,Understory removal,,,Forest,Managed,Evergreen,21.7,1290,608,Rs,-0.997938373
668,,2008,1,30.36666667,120,,Plantation,,Tropical,Forest,Managed,Evergreen,16.4,1629,1549,Rs,-2.074203838
669,,2008,1,30.36666667,120,,Plantation,,Tropical,Forest,Managed,Evergreen,16.4,1629,1123,Rs,-2.074203838
670,,2008,1,30.36666667,120,150,None,None,Tropical,Forest,Natural,Evergreen,16.4,1629,1151,Rs,-2.074203838
671,Yanting Agro-Ecological Station of Purple Soil,2007,1,31.26666667,105.4666667,500,None,None,Temperate,Forest,Natural,Evergreen,17.3,826,655,Rs,-1.778738473
672,Baotianman Natural Reserve,2008,1.5,33.5,112,1450,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,624,Rs,-1.978444815
673,Baotianman Natural Reserve,2008,1.5,33.5,112,1450,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,659,Rs,-1.978444815
674,Baotianman Natural Reserve,2008,1.5,33.5,112,1450,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,806,Rs,-1.978444815
675,Baotianman Natural Reserve,2008,1.5,33.5,112,1450,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,832,Rs,-1.978444815
676,Baiinxile Pasture,2007,1.5,43.55277778,116.6747222,1265,None,None,Boreal,Grassland,Natural,Deciduous,-0.4,400,194,Rs,-2.338221257
677,Baiinxile Pasture,2007,1.5,43.55277778,116.6747222,1265,None,None,Boreal,Grassland,Natural,Deciduous,-0.4,400,195,Rs,-2.338221257
678,Baiinxile Pasture,2007,1.5,43.55277778,116.6747222,1265,None,None,Boreal,Grassland,Natural,Deciduous,-0.4,400,157,Rs,-2.338221257
679,Baiinxile Pasture,2007,1.5,43.55277778,116.6747222,1265,None,None,Boreal,Grassland,Natural,Deciduous,-0.4,400,127,Rs,-2.338221257
680,Heshan Hilly Land Interdisciplinary Experimental Station,2007,1,22.56666667,112.8333333,,Understory removal,,Subtropical,Forest,Managed,Evergreen,21.7,1295,721,Rs,-2.025274407
681,Heshan Hilly Land Interdisciplinary Experimental Station,2007,1,22.56666667,112.8333333,,Fertilized,,Subtropical,Forest,Managed,Evergreen,21.7,1295,608,Rs,-2.025274407
682,Jiufeng Mountain,2008,1,40.06666667,116.1,,Fertilized,,Temperate,Forest,Managed,Evergreen,9,600,642,Rs,-1.89164169
683,Qianyanzhou Ecological Station,2004,1,26.74416667,115.0591667,102,Plantation,Pinus elliottii Engelm plantation,Subtropical,Forest,Managed,Evergreen,17.9,1469,705,Rs,-1.954579624
684,Qianyanzhou Ecological Station,2005,1,26.74416667,115.0591667,102,Plantation,Pinus elliottii Engelm plantation,Subtropical,Forest,Managed,Evergreen,17.9,1469,720,Rs,-1.844387016
685,Qianyanzhou Ecological Station,2006,1,26.74416667,115.0591667,102,Plantation,Pinus elliottii Engelm plantation,Subtropical,Forest,Managed,Evergreen,17.9,1469,785,Rs,-0.90542642
686,Qianyanzhou Ecological Station,2007,1,26.74416667,115.0591667,102,Plantation,Pinus elliottii Engelm plantation,Subtropical,Forest,Managed,Evergreen,17.9,1469,725,Rs,-2.471383924
687,Qianyanzhou Ecological Station,2008,1,26.74416667,115.0591667,102,Plantation,Pinus elliottii Engelm plantation,Subtropical,Forest,Managed,Evergreen,17.9,1469,745,Rs,-1.735681714
688,Qianyanzhou Ecological Station,2009,1,26.74416667,115.0591667,102,Plantation,Pinus elliottii Engelm plantation,Subtropical,Forest,Managed,Evergreen,17.9,1469,730,Rs,-2.121112023
689,Heshan Hilly Land Interdisciplinary Experimental Station,2006,1,22.68333333,112.9,,Fertilized,,Subtropical,Forest,Managed,Evergreen,21.7,1900,870,Rs,-0.627035182
690,Heshan Hilly Land Interdisciplinary Experimental Station,2006,1,22.68333333,112.9,,Fertilized,,Subtropical,Forest,Managed,Evergreen,21.7,1900,1413,Rs,-0.627035182
691,Heshan Hilly Land Interdisciplinary Experimental Station,2006,1,22.68333333,112.9,,Fertilized,5 g N/m2/yr,Subtropical,Forest,Managed,Evergreen,21.7,1900,909,Rs,-0.627035182
692,Heshan Hilly Land Interdisciplinary Experimental Station,2006,1,22.68333333,112.9,,Fertilized,5 g N/m2/yr,Subtropical,Forest,Managed,Evergreen,21.7,1900,1051,Rs,-0.627035182
693,Heshan Hilly Land Interdisciplinary Experimental Station,2006,1,22.68333333,112.9,,Fertilized,1 g P/m2/yr,Subtropical,Forest,Managed,Evergreen,21.7,1900,924,Rs,-0.627035182
694,Heshan Hilly Land Interdisciplinary Experimental Station,2006,1,22.68333333,112.9,,Fertilized,1 g P/m2/yr,Subtropical,Forest,Managed,Evergreen,21.7,1900,1041,Rs,-0.627035182
695,Heshan Hilly Land Interdisciplinary Experimental Station,2006,1,22.68333333,112.9,,Fertilized,"5 g N/m2/yr, 1 g P/m2/yr",Subtropical,Forest,Managed,Evergreen,21.7,1900,931,Rs,-0.627035182
696,Heshan Hilly Land Interdisciplinary Experimental Station,2006,1,22.68333333,112.9,,Fertilized,"5 g N/m2/yr, 1 g P/m2/yr",Subtropical,Forest,Managed,Evergreen,21.7,1900,1010,Rs,-0.627035182
697,Dagangshan Forest Station,2006,1,27.67,114.67,285,None,None,Subtropical,Forest,Natural,Evergreen,16.8,1590,1249,Rs,-1.224491536
698,Dagangshan Forest Station,2006,1,27.67,114.67,280,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,795,Rs,-1.224491536
699,Dagangshan Forest Station,2006,1,27.67,114.67,315,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,1362,Rs,-1.224491536
700,Dagangshan Forest Station,2007,1,27.67,114.67,280,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,673,Rs,-2.568518255
701,Dagangshan Forest Station,2007,1,27.67,114.67,280,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,1053,Rs,-2.568518255
702,Dagangshan Forest Station,2007,1,27.67,114.67,300,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,1220,Rs,-2.568518255
703,Dagangshan Forest Station,2007,1,27.67,114.67,300,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,1203,Rs,-2.568518255
704,Dagangshan Forest Station,2007,1,27.67,114.67,300,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,870,Rs,-2.568518255
705,Dinghushan Forest Ecosystem Research Station-PF,2007,3,23.17,112.6,250,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,961,Rs,-2.070828995
706,Dinghushan Forest Ecosystem Research Station-MF,2008,3,23.17,112.6,260,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,1230,Rs,-0.931290588
707,Dinghushan Forest Ecosystem Research Station-BF,2009,3,23.17,112.6,260,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,1166,Rs,-2.049995669
708,Dinghushan Forest Ecosystem Research Station-PF,2007,3,23.17,112.6,250,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,833,Rs,-2.070828995
709,Dinghushan Forest Ecosystem Research Station-MF,2008,3,23.17,112.6,260,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,1150,Rs,-0.931290588
710,Dinghushan Forest Ecosystem Research Station-BF,2009,3,23.17,112.6,260,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,1158,Rs,-2.049995669
711,Baotianman Natural Reserve,2008,1,33.5,112,1400,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,802,Rs,-1.978444815
712,Baotianman Natural Reserve,2008,1,33.5,112,1400,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,761,Rs,-1.978444815
713,Mt. Gonglushan,2010,1,36.42333333,109.5255,1353,Plantation,,Temperate,Forest,Managed,Deciduous,10.6,498,1044,Rs,-2.193073463
714,Mt. Gonglushan,2010,1,36.42333333,109.5255,1353,None,None,Temperate,Forest,Natural,Deciduous,10.6,498,1393,Rs,-2.193073463
715,Qianyanzhou Ecological Station,2004,1,26.74416667,115.0591667,102,Plantation,,Subtropical,Forest,Managed,Evergreen,17.9,1469,548,Rs,-1.954579624
716,Qianyanzhou Ecological Station,2005,1,26.74416667,115.0591667,102,Plantation,,Subtropical,Forest,Managed,Evergreen,17.9,1469,632,Rs,-1.844387016
717,Qianyanzhou Ecological Station,2006,1,26.74416667,115.0591667,102,Plantation,,Subtropical,Forest,Managed,Evergreen,17.9,1469,758,Rs,-0.90542642
718,Qianyanzhou Ecological Station,2005,2,26.74416667,115.0591667,102,Plantation,,Subtropical,Forest,Managed,Evergreen,17.9,1469,800,Rs,-1.844387016
719,Dinghushan Biosphere Reserve,2004,1,23.16666667,112.5,350,None,None,Subtropical,Forest,Natural,Deciduous,21,1956,1314,Rs,-1.786636063
720,Dinghushan Biosphere Reserve,2004,1,23.16666667,112.5,,None,None,Subtropical,Forest,Natural,Deciduous,21,1956,1242,Rs,-1.786636063
721,Dinghushan Biosphere Reserve,2004,1,23.16666667,112.5,,None,None,Subtropical,Forest,Natural,Deciduous,21,1956,1075,Rs,-1.786636063
722,Tianâ€™e Zhou wetland,2009,1,29.49,112.23,,None,None,Subtropical,Wetland,Natural,Evergreen,16,1200,636,Rs,-1.37606858
723,Tianâ€™e Zhou wetland,2009,1,29.49,112.23,,None,None,Subtropical,Wetland,Natural,Evergreen,16,1200,532,Rs,-1.37606858
724,Beijing Olympic Forest Park,2011,1,40.01666667,116.3833333,51,Plantation,Pinus tabulaeformis plantation,Temperate,Forest,Managed,Deciduous,10,600,475,Rs,-1.777343473
725,Hydraulic Technique Popularization Station,2009,3,31.2,121.12,,Fertilized,,Temperate,Cropland,Managed,Deciduous,17.7,1044.7,742,Rs,-1.582747588
726,Hydraulic Technique Popularization Station,2009,3,31.2,121.12,,Fertilized,,Temperate,Cropland,Managed,Deciduous,17.7,1044.7,973,Rs,-1.582747588
727,Guiyang,2008,1,26.53333333,106.7666667,1200,None,None,Subtropical,Forest,Natural,Evergreen,14.8,1118,1175,Rs,-1.538127196
728,Guiyang,2008,1,26.53333333,106.7666667,1200,None,None,Subtropical,Forest,Natural,Evergreen,14.8,1118,975,Rs,-1.538127196
729,National Field Research Station of Agro-Ecosystem,2010,1,47.43,128.63,240,None,None,Temperate,Grassland,Natural,Deciduous,1.5,550,205.6,Rs,-1.90676486
730,National Field Research Station of Agro-Ecosystem,2010,1,47.43,128.63,240,Frenched,,Temperate,Grassland,Managed,Deciduous,1.5,550,107.4,Rs,-1.90676486
731,National Field Research Station of Agro-Ecosystem,2010,1,47.43,128.63,240,Rotation,,Temperate,Cropland,Managed,Deciduous,1.5,550,215.2,Rs,-1.90676486
732,National Field Research Station of Agro-Ecosystem,2010,1,47.43,128.63,240,Rotation,,Temperate,Cropland,Managed,Deciduous,1.5,550,315.1,Rs,-1.90676486
733,National Field Research Station of Agro-Ecosystem,2010,1,47.43,128.63,240,Rotation,,Temperate,Cropland,Managed,Deciduous,1.5,550,170.9,Rs,-1.90676486
734,Dinghushan Biosphere Reserve,2007,1,23.17,112.54,225,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,848,Rs,-2.063336465
735,Dinghushan Biosphere Reserve,2007,1,23.17,112.54,225,None,None,Subtropical,Forest,Natural,Mixed,21.4,1956,1082,Rs,-2.063336465
736,Dinghushan Biosphere Reserve,2007,1,23.17,112.54,225,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,1094,Rs,-2.063336465
737,Dinghushan Biosphere Reserve,2007,1,23.17,112.54,225,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,416,Rs,-2.063336465
738,Dinghushan Biosphere Reserve,2007,1,23.17,112.54,225,None,None,Subtropical,Forest,Natural,Mixed,21.4,1956,787,Rs,-2.063336465
739,Dinghushan Biosphere Reserve,2007,1,23.17,112.54,225,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,810,Rs,-2.063336465
740,Dinghushan Biosphere Reserve,2007,1,23.17,112.54,225,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,999,Rs,-2.063336465
741,Dinghushan Biosphere Reserve,2007,1,23.17,112.54,225,None,None,Subtropical,Forest,Natural,Mixed,21.4,1956,1124,Rs,-2.063336465
742,Dinghushan Biosphere Reserve,2007,1,23.17,112.54,225,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1956,1116,Rs,-2.063336465
743,Zhangzhou Mangrove Nature Reserve,2011,1,24.4,117.91,,None,None,Subtropical,Wetland,Natural,,21,1371,650,Rs,-2.072693484
744,Baotianman Natural Reserve,2009,1,33.5,111.9,1400,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,802,Rs,-1.878386432
745,Baotianman Natural Reserve,2009,1,33.5,111.9,1400,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,761,Rs,-1.878386432
746,,2010,1,29.13333333,117.9166667,170,None,None,Subtropical,Forest,Natural,Mixed,15.1,2000,508,Rs,-1.305094533
747,,2010,1,29.13333333,117.9166667,170,Clearcut,,Subtropical,Forest,Managed,Mixed,15.1,2000,480,Rs,-1.305094533
748,,2005,1,37.73333333,112.3666667,,None,None,Temperate,Forest,Natural,Evergreen,10,413.9,1733,Rs,-1.885200732
749,,2006,1,37.73333333,112.3666667,,None,None,Temperate,Forest,Natural,Evergreen,10,413.9,1290,Rs,-2.049389621
750,,2007,1,37.73333333,112.3666667,,None,None,Temperate,Forest,Natural,Evergreen,10,413.9,1487,Rs,-1.369927933
751,,2008,1,37.73333333,112.3666667,,None,None,Temperate,Forest,Natural,Evergreen,10,413.9,1237,Rs,-1.835418463
752,,2009,1,37.73333333,112.3666667,,None,None,Temperate,Forest,Natural,Evergreen,10,413.9,1343,Rs,-2.239991975
753,,2005,1,37.73333333,112.3666667,,None,None,Temperate,Grassland,Natural,Deciduous,10,413.9,2051,Rs,-1.885200732
754,,2006,1,37.73333333,112.3666667,,None,None,Temperate,Grassland,Natural,Deciduous,10,413.9,1272,Rs,-2.049389621
755,,2007,1,37.73333333,112.3666667,,None,None,Temperate,Grassland,Natural,Deciduous,10,413.9,1461,Rs,-1.369927933
756,,2008,1,37.73333333,112.3666667,,None,None,Temperate,Grassland,Natural,Deciduous,10,413.9,1260,Rs,-1.835418463
757,,2009,1,37.73333333,112.3666667,,None,None,Temperate,Grassland,Natural,Deciduous,10,413.9,1555,Rs,-2.239991975
758,Jianfengling National Natural Reserve,2012,2,18.73,108.88,870,None,None,Tropical,Forest,Natural,,19.66,2198,1673,Rs,-1.275428297
759,Jianfengling National Natural Reserve,2012,2,18.73,108.87,880,None,None,Tropical,Forest,Natural,,20,2198,1510,Rs,-1.277218154
760,Ailaoshan Station for Subtropical Forest Ecosystem Studies,2011,2,24.53,101.02,2480,None,None,Subtropical,Forest,Natural,,11.3,1778,2062,Rs,-1.747699806
761,Zigui National Forest Ecological Research Station,2011,1.5,30.8,111.3,950,None,None,Subtropical,Forest,Natural,Evergreen,18,1125,734,Rs,-1.857638351
762,Zigui National Forest Ecological Research Station,2011,1.5,30.8,111.3,350,None,None,Subtropical,Forest,Natural,Evergreen,18,1125,757,Rs,-1.857638351
763,Zigui National Forest Ecological Research Station,2011,1.5,30.8,111.3,990,None,None,Subtropical,Forest,Natural,Evergreen,18,1125,829,Rs,-1.857638351
764,Geshikao Nature Reserve,2011,1,26.18,117.47,315,None,None,Subtropical,Forest,Natural,,20.1,1670,1434,Rs,-2.351298722
765,Geshikao Nature Reserve,2011,1,26.18,117.47,315,Plantation,Castanopsis carlesii plantation,Subtropical,Forest,Managed,,20.1,1670,1118,Rs,-2.351298722
766,Mt Gonglushan,2011,2,26.423,109.526,1353,None,None,Temperate,Forest,Natural,Deciduous,10.1,504.7,900,Rs,-2.115245373
767,Mt Gonglushan,2011,2,26.423,109.526,1353,None,None,Temperate,Forest,Natural,Deciduous,10.1,504.7,825,Rs,-2.115245373
