BH,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,MAT,MAP,RS,RS_component,SPEI,LogRS
1113,Xishuangbanna,2003,1,21.93,101.27,720,None,None,Tropical,Forest,Natural,Evergreen,21.4,1557,949.09,Rs,-2.066229255,2.977307398
1114,Xishuangbanna,2003,1,21.93,101.27,720,None,None,Tropical,Forest,Natural,Evergreen,21.4,1557,1273.64,Rs,-2.066229255,3.10504669
1115,Xishuangbanna,2003,1,21.93,101.27,720,None,None,Tropical,Forest,Natural,Evergreen,21.4,1557,1456.36,Rs,-2.066229255,3.163268742
1116,Muchuan county,2006,1,28.77,103.8,1300,None,None,Subtropical,Forest,Natural,Evergreen,12.8,1780,831,Rs,-2.306642475,2.919601024
1119,Tianjiling Changsha,2007,1,28.1,113.02,70,None,None,Subtropical,Forest,Natural,Evergreen,17.2,1422,418.52,Rs,-2.353648344,2.621716217
1120,Tianjiling Changsha,2007,1,28.1,113.02,70,None,None,Subtropical,Forest,Natural,Evergreen,17.2,1422,741.48,Rs,-2.353648344,2.870099441
1121,Tianjiling Changsha,2007,1,28.1,113.02,70,None,None,Subtropical,Forest,Natural,Evergreen,17.2,1422,561.36,Rs,-2.353648344,2.749241464
1135,Yulin,2009,1,38.77,110.37,1224,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,469.26,Rs,-2.364418816,2.671413536
1136,Yulin,2009,1,38.77,110.37,1224,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,658.48,Rs,-2.364418816,2.818542589
1137,Yulin,2009,1,38.77,110.37,1224,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,650.91,Rs,-2.364418816,2.813520944
1138,Yulin,2009,1,38.77,110.37,1224,None,None,Temperate,Grassland,Natural,Deciduous,8.4,437,575.22,Rs,-2.364418816,2.759833978
1139,Yulin,2009,1,38.77,110.37,1219,Fertilized,,Temperate,Grassland,Managed,Deciduous,8.4,437,473.04,Rs,-2.364418816,2.674897866
1140,Yulin,2009,1,38.77,110.37,1223,Fertilized,,Temperate,Grassland,Managed,Deciduous,8.4,437,480.61,Rs,-2.364418816,2.681792803
1141,Yulin,2009,1,38.77,110.37,1215,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,438.98,Rs,-2.364418816,2.642444734
1142,Yulin,2009,1,38.77,110.37,1183,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,582.79,Rs,-2.364418816,2.765512091
1143,Yulin,2009,1,38.77,110.37,1183,None,None,Temperate,Grassland,Natural,Deciduous,8.4,437,378.43,Rs,-2.364418816,2.577985558
1144,Yulin,2009,1,38.77,110.37,1183,None,None,Temperate,Grassland,Natural,Deciduous,8.4,437,367.08,Rs,-2.364418816,2.564760723
1145,Yulin,2009,1,38.77,110.37,1183,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,514.67,Rs,-2.364418816,2.711528854
1146,"Taiyuan, tianlongshan",2006,1,37.73,112.42,1443,None,None,Temperate,Forest,Natural,Evergreen,10,478,1422.62,Rs,-2.04855778,3.15308891
1149,"Taiyuan, tianlongshan",2006,1,37.73,112.42,1443,None,None,Temperate,Grassland,Natural,Deciduous,10,478,1467.53,Rs,-2.04855778,3.166586988
1152,"Taiyuan, tianlongshan",2006,1,37.73,112.42,1442,None,None,Temperate,Shrubland,Natural,Evergreen,10,478,1694.97,Rs,-2.04855778,3.229162016
1156,Sanming,2003,1,26.26,117.64,,None,None,Subtropical,Forest,Natural,Evergreen,19.4,1605.9,1246.4,Rs,-2.288115547,3.09565744
1158,Sanming,2003,1,26.26,117.64,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.4,1605.9,842.7,Rs,-2.288115547,2.925672994
1160,Sanming,2003,1,26.26,117.64,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.4,1605.9,399.3,Rs,-2.288115547,2.60129931
1164,Anyang,2002,1,36.5,114.2,,Rotation,winter-wheat and summer-corn rotation,Temperate,Cropland,Managed,Deciduous,14,700,264.66,Rs,-2.086435646,2.422688308
1165,Anyang,2002,1,36.5,114.2,,Rotation,winter-wheat and summer-corn rotation,Temperate,Cropland,Managed,Deciduous,14,700,190.12,Rs,-2.086435646,2.279027806
1166,Anyang,2002,1,36.5,114.2,,Rotation,winter-wheat and summer-corn rotation,Temperate,Cropland,Managed,Deciduous,14,700,177.27,Rs,-2.086435646,2.248635245
1167,Anyang,2002,1,36.5,114.2,,Rotation,winter-wheat and summer-corn rotation,Temperate,Cropland,Managed,Deciduous,14,700,131.18,Rs,-2.086435646,2.117867627
1184,Yangdongshan,2009,1,25.28,113.43,,None,None,Subtropical,Forest,Natural,Evergreen,19,1700,1083,Rs,-2.447153372,3.034628457
1185,Yangdongshan,2009,1,25.28,113.43,,None,None,Subtropical,Forest,Natural,Evergreen,19,1700,1572,Rs,-2.447153372,3.196452542
1189,Taihe,1999,1,26.74,115.07,,Plantation,,Subtropical,Forest,Managed,Evergreen,18.6,1361,932.45,Rs,-2.662735718,2.969625553
1193,Tianjiling Changsha,2007,1,28.1,113.02,75,None,None,Subtropical,Forest,Natural,Evergreen,17.2,1422,495.75,Rs,-2.353648344,2.695262723
1204,Maoxian mountain,2010,5,31.62,103.92,,Fertilized,with mineral N fertilizer 315 kgâˆ? N haâˆ? yâˆ? and no warming,Boreal,Forest,Managed,Evergreen,8.9,900,434.35,Rs,-2.149955633,2.637839826
1205,Maoxian mountain,2010,5,31.62,103.92,,Fertilized,with mineral N fertilizer 315 kgâˆ? N haâˆ? yâˆ? and no warming,Boreal,Forest,Managed,Evergreen,8.9,900,438,Rs,-2.149955633,2.641474111
1206,Maoxian mountain,2010,5,31.62,103.92,,Thinned,Intermediate,Boreal,Forest,Managed,Evergreen,8.9,900,423.4,Rs,-2.149955633,2.626750854
1215,Wangdonggou,2013,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,961,Rs,-2.034163877,2.982723388
1216,Wangdonggou,2013,1,35.22,107.67,1095,Fertilized,,Temperate,Grassland,Managed,Deciduous,9.4,560,605,Rs,-2.034163877,2.781755375
1217,Wangdonggou,2013,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,554,Rs,-2.034163877,2.743509765
1218,Wangdonggou,2013,1,35.22,107.67,1095,Fertilized,,Temperate,Cropland,Managed,Deciduous,9.4,560,651,Rs,-2.034163877,2.813580989
1223,Tiantong National Forest Park,2011,2,29.87,121.65,200,Fertilized,CK,Subtropical,Forest,Managed,Evergreen,16,1374,949.87,Rs,-2.151359066,2.977664171
1224,Tiantong National Forest Park,2011,2,29.87,121.65,200,Fertilized,Low,Subtropical,Forest,Managed,Evergreen,16,1374,1222.34,Rs,-2.151359066,3.087192024
1225,Tiantong National Forest Park,2011,2,29.87,121.65,200,Fertilized,High,Subtropical,Forest,Managed,Evergreen,16,1374,1154.22,Rs,-2.151359066,3.062288595
1226,Yanan,2010,2,36.42,109.53,1353,Plantation,,Temperate,Forest,Managed,Deciduous,10.1,504.7,1222.34,Rs,-2.193170466,3.087192024
1227,Yanan,2010,2,36.42,109.53,1353,Plantation,,Temperate,Forest,Managed,Deciduous,10.1,504.7,1112.6,Rs,-2.193170466,3.046339056
1228,Yanan,2010,2,36.42,109.53,1353,Plantation,,Temperate,Forest,Managed,Deciduous,10.1,504.7,889.32,Rs,-2.193170466,2.949058059
1230,Yanan,2010,2,36.42,109.53,1353,None,,Temperate,Bare,Natural,Deciduous,10.1,504.7,768.22,Rs,-2.193170466,2.885485609
1241,Gongga Mountain,2008,2,30,101.83,3050,None,None,Boreal,Forest,Natural,Evergreen,5.3,1900,908.24,Rs,-2.166109796,2.958200625
1242,Gongga Mountain,2008,2,30,101.83,3050,None,None,Boreal,Forest,Natural,Evergreen,5.3,1900,643.34,Rs,-2.166109796,2.808440555
1243,Gongga Mountain,2008,2,30,101.83,3050,None,None,Boreal,Forest,Natural,Evergreen,5.3,1900,1135.31,Rs,-2.166109796,3.055114463
1265,Wangdonggou,2013,1,35.217,107.667,1220,Fertilized,"0.5m. 100kg/N/ha, 385kg/P/ha. 100kg/N/ha (both twice each year)",Temperate,Forest,Managed,Deciduous,9.4,560,770,Rs,-2.034601468,2.886490725
1266,Wangdonggou,2013,1,35.217,107.667,1220,Fertilized,"2m. 100kg/N/ha, 385kg/P/ha. 100kg/N/ha (both twice each year)",Temperate,Forest,Managed,Deciduous,9.4,560,560,Rs,-2.034601468,2.748188027
1304,Loess Plateau,2013,1,35.216,107.666,,Fertilized,0 kg N ha,Temperate,Cropland,Managed,Deciduous,9.4,560,579,Rs,-2.03474846,2.762678564
1305,Loess Plateau,2013,1,35.216,107.666,,Fertilized,180kg N ha,Temperate,Cropland,Managed,Deciduous,9.4,560,681.18,Rs,-2.03474846,2.833261888
1306,Loess Plateau,2013,1,35.216,107.666,,Fertilized,360kg N ha,Temperate,Cropland,Managed,Deciduous,9.4,560,537.38,Rs,-2.03474846,2.730281499
1307,Loess Plateau,2013,1,35.216,107.666,,Fertilized,0kg N ha,Temperate,Cropland,Managed,Deciduous,9.4,560,885.54,Rs,-2.03474846,2.947208183
1308,Loess Plateau,2014,1,35.216,107.666,,Fertilized,180kg N ha,Temperate,Cropland,Managed,Deciduous,9.4,560,586.57,Rs,-2.012588574,2.768319847
1309,Loess Plateau,2014,1,35.216,107.666,,Fertilized,360kg N ha,Temperate,Cropland,Managed,Deciduous,9.4,560,715.24,Rs,-2.012588574,2.854451795
1310,Loess Plateau,2014,1,35.216,107.666,,Fertilized,0kg N ha,Temperate,Cropland,Managed,Deciduous,9.4,560,544.95,Rs,-2.012588574,2.736356657
1311,Loess Plateau,2014,1,35.216,107.666,,Fertilized,180kg N ha,Temperate,Cropland,Managed,Deciduous,9.4,560,756.87,Rs,-2.012588574,2.879021291
1314,Xilin River,2014,1,44.8,116.033,,Irrigated,25 mL water,Temperate,Grassland,Managed,Deciduous,0.7,330,251.67,Rs,-2.237215635,2.400831449
1315,Xilin River,2014,1,44.8,116.033,,Fertilized,"25 L of water and P added, 1 g P2O5 mâˆ? yrâˆ?",Temperate,Grassland,Managed,Deciduous,0.7,330,245.67,Rs,-2.237215635,2.390352126
1316,Xilin River,2014,1,44.8,116.033,,Fertilized,"2 g N mâˆ? yrâˆ?, 1 g P2O5 mâˆ? yrâˆ?",Temperate,Grassland,Managed,Deciduous,0.7,330,241.34,Rs,-2.237215635,2.382629308
1317,Xilin River,2014,1,44.8,116.033,,Fertilized,"5 g N mâˆ? yrâˆ?, 1 g P2O5 mâˆ? yrâˆ?",Temperate,Grassland,Managed,Deciduous,0.7,330,269.61,Rs,-2.237215635,2.430735996
1318,Xilin River,2014,1,44.8,116.033,,Fertilized,"10 g N mâˆ? yrâˆ?, 1 g P2O5 mâˆ? yrâˆ?",Temperate,Grassland,Managed,Deciduous,0.7,330,269.03,Rs,-2.237215635,2.429800712
1319,Xilin River,2014,1,44.8,116.033,,Fertilized,"25 g N mâˆ? yrâˆ?, 1 g P2O5 mâˆ? yrâˆ?",Temperate,Grassland,Managed,Deciduous,0.7,330,283.64,Rs,-2.237215635,2.452767477
1332,National Forest Reserve ,2009,1,21.933,101.25,,None,None,Tropical,Forest,Natural,Evergreen,21.5,1557,1123,Rs,-2.054972378,3.050379756
1339,Sun Yat-sen University,2011,1,23.103,113.294,,Fertilized,0 kg N ha year,Subtropical,Grassland,Managed,Evergreen,21.9,1735,919.8,Rs,-2.017970355,2.963693405
1340,Sun Yat-sen University,2011,1,23.103,113.294,,Fertilized,100 kg N ha year,Subtropical,Grassland,Managed,Evergreen,21.9,1735,974.55,Rs,-2.017970355,2.988804126
1341,Sun Yat-sen University,2011,1,23.103,113.294,,Fertilized,200 kg N ha year,Subtropical,Grassland,Managed,Evergreen,21.9,1735,1054.85,Rs,-2.017970355,3.023190707
1379,Maoxian Mountain Ecosystem Research Station,2010,1,31.616,103.9,,Thinned,74 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,646.05,Rs,-2.152304292,2.810266131
1380,Maoxian Mountain Ecosystem Research Station,2010,1,31.616,103.9,,Thinned,109 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,507.35,Rs,-2.152304292,2.705307665
1381,Maoxian Mountain Ecosystem Research Station,2010,1,31.616,103.9,,Thinned,CK,Temperate,Forest,Managed,Evergreen,8.9,900,514.65,Rs,-2.152304292,2.711511977
1382,Maoxian Mountain Ecosystem Research Station,2010,1,31.616,103.9,,Thinned,74 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,518.3,Rs,-2.152304292,2.714581209
1387,Haibei Grassland Ecological Monitoring Station,2011,1,36.95,100.85,3140,Warmed,CK,Temperate,Grassland,Managed,Deciduous,1.34,408.45,1379.7,Rs,-2.055476408,3.139784664
1388,Haibei Grassland Ecological Monitoring Station,2011,1,36.95,100.85,3140,Warmed,,Temperate,Grassland,Managed,Deciduous,1.34,408.45,1353.24,Rs,-2.055476408,3.131374826
1391,Haibei Grassland Ecological Monitoring Station,2013,1,36.95,100.85,3140,Warmed,CK,Temperate,Grassland,Managed,Deciduous,1.34,408.45,1561.14,Rs,-2.511989613,3.193441851
1392,Haibei Grassland Ecological Monitoring Station,2013,1,36.95,100.85,3140,Warmed,,Temperate,Grassland,Managed,Deciduous,1.34,408.45,1408.05,Rs,-2.511989613,3.148618077
1424,Changwu,2013,1,35.22,107.67,1095,Understory removal,Normal litter inputs,Temperate,Forest,Managed,Deciduous,9.4,580,965,Rs,-2.034163877,2.984527313
1429,Changwu,2013,1,35.22,107.67,1095,Understory removal,litter removal,Temperate,Forest,Managed,Deciduous,9.4,580,843,Rs,-2.034163877,2.925827575
1437,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,598.39,Rs,-2.005614943,2.776984327
1438,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,703,Rs,-2.005614943,2.846955325
1439,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,708,Rs,-2.005614943,2.850033258
1440,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,,Temperate,Cropland,Managed,Deciduous,13.8,640,795,Rs,-2.005614943,2.900367129
1441,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,,Temperate,Cropland,Managed,Deciduous,13.8,640,656,Rs,-2.005614943,2.816903839
1442,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,,Temperate,Cropland,Managed,Deciduous,13.8,640,867,Rs,-2.005614943,2.938019097
1443,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,865,Rs,-2.005614943,2.937016107
1444,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,1048,Rs,-2.005614943,3.020361283
1445,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,,Temperate,Cropland,Managed,Deciduous,13.8,640,903,Rs,-2.005614943,2.95568775
1446,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,"No-till, mulching",Temperate,Cropland,Managed,Deciduous,13.8,640,1089,Rs,-2.005614943,3.03702788
1447,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,"No-till, mulching",Temperate,Cropland,Managed,Deciduous,13.8,640,974,Rs,-2.005614943,2.988558957
1448,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,"No-till, mulching",Temperate,Cropland,Managed,Deciduous,13.8,640,1085,Rs,-2.005614943,3.035429738
1449,Lingbao Experimental Station,2014,1,34.51,110.98,,Rotation,,Temperate,Cropland,Managed,Deciduous,13.8,640,1210,Rs,-2.005614943,3.08278537
1450,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,,Temperate,Cropland,Managed,Deciduous,13.8,640,996,Rs,-2.005614943,2.998259338
1451,Lingbao Experimental Station,2014,1,34.51,110.98,,No-till,"No-till, mulching",Temperate,Cropland,Managed,Deciduous,13.8,640,1020,Rs,-2.005614943,3.008600172
1455,Xianning city,2011,1,29.6,114.25,,Weed control,,Temperate,Forest,Managed,Evergreen,17.1,1496.2,861.82,Rs,-2.162236476,2.935416568
1456,Xianning city,2011,1,29.6,114.25,,Weed control,,Temperate,Forest,Managed,Evergreen,17.1,1496.2,924.55,Rs,-2.162236476,2.965930403
1477,Huitong Experimental Station of Forest Ecology,2013,1,26.92,109.98,700,Fertilized,CK,Subtropical,Cropland,Managed,Evergreen,16.5,1200,711.45,Rs,-2.469855595,2.852144384
1478,Huitong Experimental Station of Forest Ecology,2013,1,26.92,109.98,700,Fertilized,,Subtropical,Cropland,Managed,Evergreen,16.5,1200,673.61,Rs,-2.469855595,2.828408526
1530,Haibei,2009,1,37.6,101.3,3198,Grazing,Warm-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,873.8,Rs,-2.331973007,2.94141204
1531,Haibei,2009,1,37.6,101.3,3198,Grazing,Warm-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,863.8,Rs,-2.331973007,2.9364132
1538,Haibei,2013,1,37.6,101.3,3198,Grazing,Warm-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,828.9,Rs,-2.294977577,2.91850214
1539,Haibei,2013,1,37.6,101.3,3198,Grazing,Warm-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,938.9,Rs,-2.294977577,2.972619339
1556,Qianyanzhou Ecological Research Station,2007,12,26.74,115.05,102,None,None,Subtropical,Forest,Natural,Evergreen,18,1504.6,773.1,Rs,-2.472858838,2.888235673
1563,Yuzhong,2014,1,36.03,104.41,2400,Warmed,"Warmed, fertilized",Temperate,Cropland,Managed,Deciduous,6.5,305,584,Rs,-2.133735904,2.766412847
1564,Yuzhong,2014,1,36.03,104.41,2400,Warmed,,Temperate,Cropland,Managed,Deciduous,6.5,305,573.05,Rs,-2.133735904,2.758192517
1565,Yuzhong,2014,1,36.03,104.41,2400,Fertilized,4.42 g m-2 yr-1,Temperate,Cropland,Managed,Deciduous,6.5,305,642.4,Rs,-2.133735904,2.807805532
1566,Yuzhong,2014,1,36.03,104.41,2400,Fertilized,,Temperate,Cropland,Managed,Deciduous,6.5,305,576.7,Rs,-2.133735904,2.760949951
1578,Nanweng River Forest Ecological Station,2006,1,51.4,125.45,463,None,None,Temperate,Forest,Natural,Evergreen,-3,425,920,Rs,-2.395926399,2.963787827
1579,Nanweng River Forest Ecological Station,2006,1,51.4,125.45,463,None,None,Temperate,Forest,Natural,Evergreen,-3,425,680,Rs,-2.395926399,2.832508913
1580,Nanweng River Forest Ecological Station,2006,1,51.4,125.45,463,None,None,Temperate,Forest,Natural,Evergreen,-3,425,585,Rs,-2.395926399,2.767155866
1581,Hongya,2013,1,29.53,103.25,1600,None,None,Subtropical,Forest,Natural,Evergreen,10,2323,553.5,Rs,-2.156806774,2.743117625
1582,Hongya,2013,1,29.53,103.25,1600,None,None,Subtropical,Forest,Natural,Evergreen,10,2323,520.4,Rs,-2.156806774,2.716337288
1583,Hongya,2013,1,29.53,103.25,1600,None,None,Subtropical,Forest,Natural,Evergreen,10,2323,387.9,Rs,-2.156806774,2.58871978
1618,Taoyuan agroecological experimental station,2007,1,28.91,111.45,,Rotation,,Subtropical,Cropland,Managed,Deciduous,16.5,1437,498,Rs,-2.010061874,2.697229343
1625,Yucheng Comprehensive Experiment Station,2014,1,36.83,116.57,,Warmed,,Temperate,Cropland,Managed,Deciduous,13.4,567,670.04,Rs,-2.102943716,2.82610073
1626,Yucheng Comprehensive Experiment Station,2014,1,36.83,116.57,,Conventional tillage,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,607.45,Rs,-2.102943716,2.783510536
1627,Yucheng Comprehensive Experiment Station,2014,1,36.83,116.57,,No-till,285 kg N haâ€? yrâ€?,Temperate,Cropland,Managed,Deciduous,13.4,567,637.09,Rs,-2.102943716,2.804200788
1628,Yucheng Comprehensive Experiment Station,2014,1,36.83,116.57,,Warmed,,Temperate,Cropland,Managed,Deciduous,13.4,567,565.15,Rs,-2.102943716,2.752163732
1645,Changwu,2013,1,35.21,107.67,1220,Fertilized,CK,Temperate,Cropland,Managed,Deciduous,9.4,560,461.16,Rs,-2.03513825,2.663851631
1646,Changwu,2013,1,35.21,107.67,1220,Fertilized,160 kg N ha yr,Temperate,Cropland,Managed,Deciduous,9.4,560,559.44,Rs,-2.03513825,2.747753515
1647,Changwu,2013,1,35.21,107.67,1220,Fertilized,160 kg N and 39 kg P ha yr,Temperate,Cropland,Managed,Deciduous,9.4,560,638.82,Rs,-2.03513825,2.805378504
1648,Changwu,2014,1,35.21,107.67,1220,Fertilized,CK,Temperate,Cropland,Managed,Deciduous,9.4,560,464.94,Rs,-2.012689797,2.667396911
1649,Changwu,2014,1,35.21,107.67,1220,Fertilized,160 kg N ha yr,Temperate,Cropland,Managed,Deciduous,9.4,560,612.36,Rs,-2.012689797,2.787006814
1650,Changwu,2014,1,35.21,107.67,1220,Fertilized,160 kg N and 39 kg P ha yr,Temperate,Cropland,Managed,Deciduous,9.4,560,434.7,Rs,-2.012689797,2.63818964
1664,Chenda Experimental Station,2011,1,26.2,117.6,,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,19.1,1749,1421,Rs,-2.31140594,3.152594078
1665,Chenda Experimental Station,2011,1,26.2,117.6,,Plantation,Pinus massoniana plantation,Subtropical,Forest,Managed,Evergreen,19.1,1749,837,Rs,-2.31140594,2.922725458
1666,Chenda Experimental Station,2011,1,26.2,117.6,,Plantation,Castanopsis carlesii plantation,Subtropical,Forest,Managed,Evergreen,19.1,1749,907,Rs,-2.31140594,2.957607287
1667,Nanjing Agricultural University Experimental Station,2011,1,32,118.05,6,None,None,Subtropical,Grassland,Natural,Deciduous,25,980,540,Rs,-2.203629279,2.73239376
1668,Nanjing Agricultural University Experimental Station,2011,1,32,118.05,6,None,None,Subtropical,Grassland,Natural,Deciduous,25,980,1200,Rs,-2.203629279,3.079181246
1669,Nanjing Agricultural University Experimental Station,2011,1,32,118.05,6,None,None,Subtropical,Grassland,Natural,Deciduous,25,980,1190,Rs,-2.203629279,3.075546961
1680,,2014,1,45.1,120.3,656,None,None,Temperate,Grassland,Natural,Deciduous,2.1,395,847,Rs,-2.668791072,2.92788341
1681,,2014,1,45.1,120.3,656,None,None,Temperate,Grassland,Natural,Deciduous,2.1,395,892,Rs,-2.668791072,2.950364854
1684,,2013,1,43.6,116.7,1268,None,None,Temperate,Grassland,Natural,Deciduous,-0.3,293,847,Rs,-2.323664498,2.92788341
1685,,2013,1,43.6,116.7,1268,None,None,Temperate,Grassland,Natural,Deciduous,-0.3,293,546,Rs,-2.323664498,2.737192643
1686,,2014,1,43.6,116.7,1268,None,None,Temperate,Grassland,Natural,Deciduous,-0.3,293,563,Rs,-2.245914683,2.750508395
1687,,2014,1,43.6,116.7,1268,None,None,Temperate,Grassland,Natural,Deciduous,-0.3,293,425,Rs,-2.245914683,2.62838893
1692,,2014,1,41.8,111.9,1428,None,None,Temperate,Grassland,Natural,Deciduous,3.1,175,242,Rs,-2.727145431,2.383815366
1693,,2014,1,41.8,111.9,1428,None,None,Temperate,Grassland,Natural,Deciduous,3.1,175,275,Rs,-2.727145431,2.439332694
4,Haibei Research Station,1998.5,1,37.53,101.25,3240,Grazing,2.55 sheep/ha,Temperate,Grassland,Managed,Deciduous,-1.7,560,2844.921963,Rs,-2.200506983,3.454070358
4,Haibei Research Station,1998.5,1,37.53,101.25,3240,Grazing,2.55 sheep/ha,Temperate,Grassland,Managed,Deciduous,-1.7,560,683.3606135,Rs,-2.57481432,2.834649944
3,Inner Mongolia,2005,3,43.5125,116.827222,1343,None,,Temperate,Grassland,Natural,Deciduous,-1.4,450,513.3692902,Rs,-2.07298581,2.710429886
3,Inner Mongolia,2005,3,43.5125,116.827222,1343,None,,Temperate,Grassland,Natural,Deciduous,-1.4,450,598.348519,Rs,-2.185787072,2.77695422
6,Xinkou Experimental Forestry Centre,2001,1,26.19,117.43,,None,,Subtropical,Forest,Natural,Evergreen,19.1,1749,2685.988495,Rs,-2.507998527,3.429104148
6,Xinkou Experimental Forestry Centre,2001,1,26.19,117.43,,None,,Subtropical,Forest,Natural,Evergreen,19.1,1749,1196.345908,Ra,-2.507998527,3.077856768
8,Dinghushan Nature Reserve,2003.5,2,23.17,112.53,550,None,,Subtropical,Forest,Natural,Evergreen,21.4,1927,3964.141078,Rs,-2.279731158,3.598149102
8,Dinghushan Nature Reserve,2003.5,2,23.17,112.53,550,None,,Subtropical,Forest,Natural,Evergreen,21.4,1927,2872.111581,Rs,-2.083825435,3.458201308
14,Tianlongshan ,2005,2,37.706278,112.431889,829,None,,Temperate,Forest,Natural,Deciduous,9.5,473,1740.320467,Rs,-2.180415238,3.240629228
14,Tianlongshan ,2005,2,37.706278,112.431889,829,None,,Temperate,Forest,Natural,Deciduous,9.5,473,1107.880704,Rs,-2.180415238,3.044492998
23,Jilin Songnen Grassland Ecosystem National Field Scientific Observation and Research Station,2019,2,44.5,123.516667,138,None,,Temperate,Grassland,Natural,Deciduous,4.6,688,988.130063,Rs,-2.171873978,2.994814113
23,Jilin Songnen Grassland Ecosystem National Field Scientific Observation and Research Station,2019,2,44.5,123.516667,138,None,,Temperate,Grassland,Natural,Deciduous,4.6,688,362.2830407,Ra,-2.171873978,2.559048004
23,Jilin Songnen Grassland Ecosystem National Field Scientific Observation and Research Station,2019,2,44.5,123.516667,138,None,,Temperate,Grassland,Natural,Deciduous,4.6,688,625.8470225,Rh,-2.171873978,2.79646819
24,Helan Mountain National Nature Reserve,2020,2,38.785333,105.917639,2250,None,,Temperate,Forest,Natural,Deciduous,,,626.2588659,Rs,-2.78984192,2.796753887
26,Jiangxi Wuyishan National Nature Reserve,2019,2.7,27.803056,117.658333,1200,None,,Subtropical,Forest,Natural,Evergreen,13.2,1813,1284.843108,Rs,-2.181886774,3.108850099
26,Jiangxi Wuyishan National Nature Reserve,2019,2.7,27.803056,117.658333,1200,None,,Subtropical,Forest,Natural,Evergreen,13.2,1813,320.3441126,Ra,-2.181886774,2.505616747
26,Jiangxi Wuyishan National Nature Reserve,2019,2.7,27.803056,117.658333,1200,None,,Subtropical,Forest,Natural,Evergreen,13.2,1813,984.112416,Rh,-2.181886774,2.993044711
27,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,2005,2,39.983333,112.316667,1348,None,,Temperate,Grassland,Managed,Deciduous,4.7,435,1466.581461,Rs,-2.154388984,3.166306191
27,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,2005,2,39.983333,112.316667,1348,None,,Temperate,Grassland,Managed,Deciduous,4.7,435,495.6228956,Ra,-2.154388984,2.695151361
27,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,2005,2,39.983333,112.316667,1348,None,,Temperate,Grassland,Managed,Deciduous,4.7,435,966.2035165,Rh,-2.154388984,2.985068614
29,Fujian Sanming Forest Ecosystem and Global Change National Field Observation Station,2019,1.6,26.183333,117.466667,330,None,,Subtropical,Forest,Natural,Evergreen,19.1,1749,1081.825808,Rs,-2.012495135,3.034157338
29,Fujian Sanming Forest Ecosystem and Global Change National Field Observation Station,2019,1.6,26.183333,117.466667,330,None,,Subtropical,Forest,Natural,Evergreen,19.1,1749,263.6745875,Ra,-2.012495135,2.421068275
29,Fujian Sanming Forest Ecosystem and Global Change National Field Observation Station,2019,1.6,26.183333,117.466667,330,None,,Subtropical,Forest,Natural,Evergreen,19.1,1749,690.7767366,Rh,-2.012495135,2.839337703
