BH,POINT_X,POINT_Y,Slope,RSquare,PValue,Sig,IGBP,MAP,MAT,Veg,Class
9181,126.0949387,50.75095441,-0.1,0.39100273,0.004,3,4,533,-2.775,Forest,2
8898,119.6449387,50.70095441,-0.1,0.51674451,0.001,3,10,418,-3.283333333,Grassland,3
8903,119.8949387,50.70095441,-0.08,0.334172504,0.01,3,12,421,-3.258333333,Cropland,1
8906,120.0449387,50.70095441,-0.04,0.462915133,0.001,3,4,440,-4.025,Forest,2
8929,121.1949387,50.70095441,0.1,0.285889563,0.018,1,8,485,-5.658333333,Shrubland,4
8936,121.5449387,50.70095441,0.04,0.211341391,0.048,1,8,482,-5.483333333,Shrubland,4
8951,122.3449387,50.70095441,0.07,0.219382907,0.043,1,8,511,-5.516666667,Shrubland,4
9034,126.4949387,50.70095441,-0.03,0.361824875,0.006,3,9,534,-2.25,Savanna,4
8740,119.5949387,50.65095441,-0.05,0.230176981,0.038,3,12,412,-3.166666667,Cropland,1
8742,119.6949387,50.65095441,-0.06,0.261615763,0.025,3,12,416,-3.233333333,Cropland,1
8743,119.7449387,50.65095441,-0.08,0.383498532,0.005,3,12,410,-2.825,Cropland,1
8744,119.7949387,50.65095441,-0.06,0.324411629,0.011,3,12,412,-3.025,Cropland,1
8747,119.9449387,50.65095441,-0.03,0.308971148,0.013,3,4,441,-4.083333333,Forest,2
8756,120.3949387,50.65095441,0.03,0.315995751,0.012,1,4,443,-3.983333333,Forest,2
8774,121.2949387,50.65095441,0.05,0.410677119,0.003,1,10,448,-4.166666667,Grassland,3
8780,121.5949387,50.65095441,0.07,0.367471918,0.006,1,4,487,-5.625,Forest,2
8785,121.8449387,50.65095441,-0.05,0.362772434,0.006,3,8,501,-5.866666667,Shrubland,4
8786,121.8949387,50.65095441,-0.06,0.234605936,0.036,3,8,506,-5.941666667,Shrubland,4
8788,121.9949387,50.65095441,-0.08,0.265000308,0.024,3,8,493,-5.383333333,Shrubland,4
8797,122.4449387,50.65095441,0.07,0.224823517,0.04,1,8,497,-4.741666667,Shrubland,4
8863,125.7449387,50.65095441,0.02,0.273992861,0.021,1,9,504,-1.908333333,Savanna,4
8582,119.5949387,50.60095441,-0.11,0.348864768,0.008,3,12,415,-3.225,Cropland,1
8583,119.6449387,50.60095441,-0.09,0.379981752,0.005,3,12,407,-2.866666667,Cropland,1
8584,119.6949387,50.60095441,-0.11,0.550766475,0,3,12,404,-2.7,Cropland,1
8586,119.7949387,50.60095441,-0.07,0.353023825,0.007,3,10,424,-3.525,Grassland,3
8588,119.8949387,50.60095441,-0.04,0.353607974,0.007,3,4,448,-4.466666667,Forest,2
8589,119.9449387,50.60095441,0.06,0.289389293,0.018,1,4,424,-3.491666667,Forest,2
8599,120.4449387,50.60095441,0.04,0.314162991,0.013,1,10,438,-3.725,Grassland,3
8622,121.5949387,50.60095441,0.06,0.240568232,0.033,1,8,477,-5.35,Shrubland,4
8634,122.1949387,50.60095441,0.07,0.352098091,0.007,1,8,515,-5.783333333,Shrubland,4
8418,119.2949387,50.55095441,0.09,0.337593654,0.009,1,10,379,-2.158333333,Grassland,3
8419,119.3449387,50.55095441,0.1,0.438471485,0.002,1,10,406,-3.133333333,Grassland,3
8424,119.5949387,50.55095441,0.05,0.222762694,0.041,1,12,417,-3.425,Cropland,1
8425,119.6449387,50.55095441,0.07,0.231665536,0.037,1,10,399,-2.55,Grassland,3
8426,119.6949387,50.55095441,0.11,0.380070711,0.005,1,10,407,-2.775,Grassland,3
8427,119.7449387,50.55095441,0.06,0.223947722,0.041,1,10,432,-3.833333333,Grassland,3
8429,119.8449387,50.55095441,0.1,0.487948025,0.001,1,10,412,-2.933333333,Grassland,3
8430,119.8949387,50.55095441,0.09,0.423397465,0.003,1,10,410,-2.833333333,Grassland,3
8437,120.2449387,50.55095441,-0.05,0.262636873,0.025,3,10,447,-4.283333333,Grassland,3
8438,120.2949387,50.55095441,0.04,0.42107165,0.003,1,4,451,-4.375,Forest,2
8477,122.2449387,50.55095441,0.15,0.213369053,0.046,1,8,515,-5.658333333,Shrubland,4
8256,119.2449387,50.50095441,0.08,0.31270542,0.013,1,10,375,-1.983333333,Grassland,3
8266,119.7449387,50.50095441,0.07,0.296464281,0.016,1,10,407,-2.8,Grassland,3
8267,119.7949387,50.50095441,0.05,0.238235663,0.034,1,10,404,-2.591666667,Grassland,3
8269,119.8949387,50.50095441,0.06,0.34771809,0.008,1,10,406,-2.558333333,Grassland,3
8275,120.1949387,50.50095441,0.06,0.246537302,0.031,1,8,439,-3.95,Shrubland,4
8276,120.2449387,50.50095441,0.05,0.223925441,0.041,1,12,436,-3.716666667,Cropland,1
8315,122.1949387,50.50095441,0.16,0.39141186,0.004,1,8,511,-5.483333333,Shrubland,4
8349,123.8949387,50.50095441,-0.05,0.334782797,0.009,3,8,486,-2.125,Shrubland,4
8099,119.3449387,50.45095441,0.06,0.374487949,0.005,1,10,399,-2.891666667,Grassland,3
8104,119.5949387,50.45095441,0.1,0.34169136,0.009,1,10,407,-2.983333333,Grassland,3
8105,119.6449387,50.45095441,0.07,0.299398886,0.015,1,10,407,-2.95,Grassland,3
8106,119.6949387,50.45095441,0.08,0.353186516,0.007,1,10,410,-2.958333333,Grassland,3
8107,119.7449387,50.45095441,0.07,0.329917049,0.01,1,12,398,-2.391666667,Cropland,1
8108,119.8449387,50.45095441,0.06,0.302583916,0.015,1,10,400,-2.425,Grassland,3
8109,119.8949387,50.45095441,0.07,0.313992087,0.013,1,12,407,-2.7,Cropland,1
8115,120.1949387,50.45095441,0.08,0.464434378,0.001,1,10,430,-3.508333333,Grassland,3
8116,120.2449387,50.45095441,0.05,0.222948003,0.041,1,12,430,-3.475,Cropland,1
8140,121.4449387,50.45095441,0.21,0.326703468,0.011,1,8,472,-4.958333333,Shrubland,4
8146,121.7949387,50.45095441,-0.05,0.25731146,0.027,3,8,476,-4.975,Shrubland,4
8167,122.8449387,50.45095441,-0.09,0.219936988,0.043,3,8,519,-4.55,Shrubland,4
8243,126.6949387,50.45095441,0.03,0.215186834,0.045,1,9,523,-1.05,Savanna,4
7944,119.5949387,50.40095441,0.07,0.354284621,0.007,1,10,398,-2.541666667,Grassland,3
7945,119.6449387,50.40095441,0.08,0.333836607,0.01,1,10,404,-2.725,Grassland,3
7946,119.6949387,50.40095441,0.1,0.454628998,0.002,1,10,396,-2.366666667,Grassland,3
7948,119.7949387,50.40095441,-0.07,0.223513274,0.041,3,10,400,-2.416666667,Grassland,3
7949,119.8449387,50.40095441,-0.06,0.268415576,0.023,3,10,409,-2.8,Grassland,3
7950,119.8949387,50.40095441,-0.07,0.381727121,0.005,3,10,410,-2.866666667,Grassland,3
7951,119.9449387,50.40095441,-0.06,0.304110353,0.014,3,12,425,-3.466666667,Cropland,1
7952,119.9949387,50.40095441,-0.1,0.463357444,0.001,3,10,422,-3.3,Grassland,3
7953,120.0449387,50.40095441,-0.05,0.255210855,0.027,3,10,423,-3.258333333,Grassland,3
7958,120.2949387,50.40095441,0.08,0.233659194,0.036,1,10,429,-3.433333333,Grassland,3
7967,120.7449387,50.40095441,-0.07,0.31231055,0.013,3,10,426,-3.1,Grassland,3
7978,121.2949387,50.40095441,0.07,0.255326044,0.027,1,4,463,-4.55,Forest,2
7981,121.4449387,50.40095441,-0.06,0.240525709,0.033,3,5,501,-5.975,Forest,2
8082,126.5449387,50.40095441,0.04,0.22877837,0.038,1,9,533,-1.65,Savanna,4
7788,119.6949387,50.35095441,0.1,0.341367998,0.009,1,10,388,-2.1,Grassland,3
7789,119.7449387,50.35095441,0.05,0.236861586,0.035,1,10,398,-2.475,Grassland,3
7790,119.7949387,50.35095441,-0.09,0.451915769,0.002,3,10,405,-2.75,Grassland,3
7792,119.8949387,50.35095441,-0.07,0.302337038,0.015,3,12,413,-3.108333333,Cropland,1
7793,119.9449387,50.35095441,-0.07,0.338523438,0.009,3,12,419,-3.158333333,Cropland,1
7794,119.9949387,50.35095441,-0.07,0.304525423,0.014,3,12,423,-3.391666667,Cropland,1
7796,120.0949387,50.35095441,-0.09,0.322024316,0.011,3,10,421,-3.183333333,Grassland,3
7797,120.1449387,50.35095441,0.08,0.311295391,0.013,1,12,416,-2.958333333,Cropland,1
7798,120.1949387,50.35095441,0.08,0.466796322,0.001,1,12,415,-2.9,Cropland,1
7799,120.2449387,50.35095441,0.09,0.397385218,0.004,1,10,422,-3.133333333,Grassland,3
7802,120.3949387,50.35095441,-0.06,0.333531532,0.01,3,10,413,-2.65,Grassland,3
7803,120.4449387,50.35095441,-0.09,0.298832594,0.015,3,10,415,-2.733333333,Grassland,3
7804,120.4949387,50.35095441,-0.09,0.35667239,0.007,3,10,416,-2.758333333,Grassland,3
7809,120.7449387,50.35095441,-0.1,0.404291693,0.003,3,12,440,-3.666666667,Cropland,1
7811,120.8449387,50.35095441,-0.07,0.319198153,0.012,3,10,430,-3.183333333,Grassland,3
7812,120.8949387,50.35095441,-0.07,0.248743313,0.03,3,12,439,-3.558333333,Cropland,1
7832,121.8949387,50.35095441,-0.11,0.261231305,0.025,3,5,510,-5.783333333,Forest,2
7837,122.1449387,50.35095441,0.09,0.525640032,0,1,8,512,-5.341666667,Shrubland,4
7629,119.6449387,50.30095441,0.08,0.424508883,0.003,1,10,394,-2.391666667,Grassland,3
7630,119.6949387,50.30095441,0.05,0.258927614,0.026,1,10,401,-2.6,Grassland,3
7631,119.7449387,50.30095441,0.08,0.236725223,0.035,1,10,401,-2.533333333,Grassland,3
7632,119.7949387,50.30095441,-0.07,0.398319256,0.004,3,12,405,-2.733333333,Cropland,1
7633,119.8449387,50.30095441,-0.06,0.254496838,0.028,3,10,405,-2.733333333,Grassland,3
7634,119.8949387,50.30095441,-0.07,0.327369291,0.01,3,10,413,-2.966666667,Grassland,3
7635,119.9449387,50.30095441,-0.08,0.467984023,0.001,3,10,411,-2.891666667,Grassland,3
7636,119.9949387,50.30095441,-0.08,0.36609132,0.006,3,10,411,-2.791666667,Grassland,3
7638,120.0949387,50.30095441,-0.06,0.25242061,0.028,3,12,406,-2.516666667,Cropland,1
7641,120.2449387,50.30095441,0.05,0.258569613,0.026,1,10,407,-2.433333333,Grassland,3
7642,120.2949387,50.30095441,0.05,0.298023128,0.016,1,10,414,-2.708333333,Grassland,3
7644,120.3949387,50.30095441,-0.06,0.304471922,0.014,3,12,418,-2.883333333,Cropland,1
7645,120.4449387,50.30095441,-0.08,0.356555203,0.007,3,12,418,-2.791666667,Cropland,1
7646,120.4949387,50.30095441,-0.09,0.458054721,0.001,3,12,422,-2.933333333,Cropland,1
7651,120.7449387,50.30095441,-0.07,0.239345803,0.034,3,12,431,-3.275,Cropland,1
7652,120.7949387,50.30095441,-0.07,0.251107544,0.029,3,12,435,-3.4,Cropland,1
7770,126.6949387,50.30095441,0.03,0.313641125,0.013,1,4,559,-2.275,Forest,2
7475,119.8949387,50.25095441,-0.06,0.208018086,0.05,3,10,406,-2.691666667,Grassland,3
7477,119.9949387,50.25095441,-0.08,0.369691426,0.006,3,10,407,-2.616666667,Grassland,3
7480,120.1449387,50.25095441,0.07,0.330974557,0.01,1,10,401,-2.25,Grassland,3
7482,120.2449387,50.25095441,0.05,0.290661656,0.017,1,12,414,-2.841666667,Cropland,1
7483,120.2949387,50.25095441,0.07,0.441521864,0.002,1,12,414,-2.791666667,Cropland,1
7484,120.3449387,50.25095441,-0.07,0.369587031,0.006,3,12,413,-2.591666667,Cropland,1
7486,120.4449387,50.25095441,-0.06,0.370836141,0.006,3,12,416,-2.683333333,Cropland,1
7495,120.8949387,50.25095441,-0.08,0.31722302,0.012,3,12,438,-3.466666667,Cropland,1
7316,120.0949387,50.20095441,-0.04,0.251164556,0.029,3,10,399,-2.208333333,Grassland,3
7319,120.2449387,50.20095441,-0.21,0.339378688,0.009,3,12,408,-2.408333333,Cropland,1
7320,120.2949387,50.20095441,-0.27,0.370687428,0.006,3,12,411,-2.466666667,Cropland,1
7325,120.5449387,50.20095441,-0.11,0.241209556,0.033,3,12,422,-2.866666667,Cropland,1
7326,120.5949387,50.20095441,-0.17,0.409819703,0.003,3,12,426,-3.025,Cropland,1
7327,120.6449387,50.20095441,-0.17,0.370379757,0.006,3,12,430,-3.125,Cropland,1
7328,120.6949387,50.20095441,-0.09,0.268960486,0.023,3,12,448,-3.95,Cropland,1
7341,121.3449387,50.20095441,-0.03,0.215655938,0.045,3,4,462,-4.158333333,Forest,2
7436,126.0949387,50.20095441,0.03,0.208463127,0.049,1,9,527,-1.866666667,Savanna,4
7153,120.0449387,50.15095441,-0.06,0.391969142,0.004,3,10,413,-2.866666667,Grassland,3
7154,120.0949387,50.15095441,-0.05,0.303094878,0.015,3,10,425,-3.408333333,Grassland,3
7155,120.1449387,50.15095441,-0.3,0.279305253,0.02,3,10,413,-2.75,Grassland,3
7158,120.2949387,50.15095441,-0.19,0.293162742,0.017,3,10,411,-2.533333333,Grassland,3
7163,120.5449387,50.15095441,-0.19,0.441444432,0.002,3,12,441,-3.658333333,Cropland,1
7164,120.5949387,50.15095441,-0.15,0.373506395,0.005,3,10,437,-3.483333333,Grassland,3
7165,120.6449387,50.15095441,-0.14,0.307685423,0.014,3,10,452,-4.1,Grassland,3
7235,124.1449387,50.15095441,-0.07,0.228092729,0.039,3,4,513,-2.333333333,Forest,2
6982,119.5949387,50.10095441,-0.11,0.470972488,0.001,3,10,385,-2.258333333,Grassland,3
6985,119.7449387,50.10095441,-0.08,0.351843851,0.007,3,10,398,-2.558333333,Grassland,3
6986,119.7949387,50.10095441,-0.08,0.46383161,0.001,3,10,388,-2.066666667,Grassland,3
6988,119.8949387,50.10095441,-0.06,0.283066902,0.019,3,10,399,-2.441666667,Grassland,3
6989,119.9449387,50.10095441,-0.08,0.401289962,0.004,3,10,409,-2.666666667,Grassland,3
6990,119.9949387,50.10095441,-0.05,0.273682129,0.022,3,10,411,-2.783333333,Grassland,3
6991,120.0449387,50.10095441,-0.08,0.36116232,0.007,3,10,411,-2.775,Grassland,3
6992,120.0949387,50.10095441,-0.06,0.250787335,0.029,3,10,417,-2.983333333,Grassland,3
6993,120.1449387,50.10095441,-0.2,0.281106804,0.02,3,12,409,-2.575,Cropland,1
6994,120.1949387,50.10095441,-0.21,0.243807734,0.032,3,10,406,-2.366666667,Grassland,3
6995,120.2449387,50.10095441,-0.23,0.270533656,0.022,3,10,418,-2.891666667,Grassland,3
7001,120.5449387,50.10095441,-0.16,0.373384534,0.005,3,12,443,-3.725,Cropland,1
7002,120.5949387,50.10095441,-0.12,0.207593059,0.05,3,12,447,-3.85,Cropland,1
7004,120.6949387,50.10095441,-0.13,0.377687914,0.005,3,12,445,-3.666666667,Cropland,1
7026,121.8449387,50.10095441,-0.06,0.299132038,0.015,3,8,508,-5.241666667,Shrubland,4
7059,123.4949387,50.10095441,-0.05,0.21700421,0.044,3,9,514,-2.891666667,Savanna,4
7100,125.5449387,50.10095441,0.07,0.21565133,0.045,1,9,515,-1.825,Savanna,4
6821,119.5949387,50.05095441,-0.09,0.49451994,0.001,3,10,380,-1.975,Grassland,3
6822,119.6449387,50.05095441,-0.08,0.597602548,0,3,10,386,-2.216666667,Grassland,3
6823,119.6949387,50.05095441,-0.07,0.468531149,0.001,3,10,387,-2.15,Grassland,3
6825,119.7949387,50.05095441,-0.09,0.410441019,0.003,3,10,390,-2.216666667,Grassland,3
6826,119.8449387,50.05095441,-0.09,0.424286136,0.003,3,10,388,-2.033333333,Grassland,3
6829,119.9949387,50.05095441,-0.07,0.330086659,0.01,3,10,410,-2.733333333,Grassland,3
6830,120.0449387,50.05095441,-0.07,0.38887209,0.004,3,10,424,-3.325,Grassland,3
6832,120.1449387,50.05095441,-0.19,0.222926335,0.041,3,10,415,-2.85,Grassland,3
6834,120.2449387,50.05095441,-0.21,0.310318855,0.013,3,10,413,-2.583333333,Grassland,3
6835,120.2949387,50.05095441,-0.31,0.379251021,0.005,3,10,428,-3.325,Grassland,3
6841,120.5949387,50.05095441,-0.14,0.285143839,0.019,3,10,448,-3.941666667,Grassland,3
6857,121.3949387,50.05095441,-0.05,0.21490257,0.046,3,4,471,-4.258333333,Forest,2
6912,124.1449387,50.05095441,-0.03,0.223467439,0.041,3,9,503,-1.825,Savanna,4
6663,119.7949387,50.00095441,-0.06,0.308202099,0.014,3,10,404,-2.758333333,Grassland,3
6664,119.8449387,50.00095441,-0.07,0.28465135,0.019,3,10,404,-2.666666667,Grassland,3
6665,119.8949387,50.00095441,-0.07,0.324479999,0.011,3,10,391,-2.133333333,Grassland,3
6674,120.3449387,50.00095441,0.12,0.501197471,0.001,1,12,432,-3.341666667,Cropland,1
6804,126.8449387,50.00095441,0.05,0.220341199,0.043,1,9,542,-1.041666667,Savanna,4
6812,127.2449387,50.00095441,0.03,0.243675253,0.032,1,9,553,-0.541666667,Savanna,4
6496,119.7949387,49.95095441,-0.12,0.615236801,0,3,10,410,-2.916666667,Grassland,3
6497,119.8449387,49.95095441,-0.1,0.34584586,0.008,3,10,399,-2.441666667,Grassland,3
6498,119.8949387,49.95095441,-0.07,0.348712078,0.008,3,10,404,-2.608333333,Grassland,3
6519,120.9449387,49.95095441,0.11,0.208698022,0.049,1,4,462,-4.041666667,Forest,2
6636,126.8449387,49.95095441,0.02,0.262171998,0.025,1,9,546,-1.108333333,Savanna,4
6322,119.7949387,49.90095441,-0.08,0.286541919,0.018,3,10,427,-3.733333333,Grassland,3
6323,119.8449387,49.90095441,-0.09,0.425157599,0.002,3,10,410,-2.9,Grassland,3
6324,119.8949387,49.90095441,-0.09,0.535108519,0,3,10,402,-2.508333333,Grassland,3
6335,120.4449387,49.90095441,0.13,0.385619811,0.005,1,12,421,-2.783333333,Cropland,1
6336,120.4949387,49.90095441,0.11,0.312930883,0.013,1,12,422,-2.708333333,Cropland,1
6430,125.2449387,49.90095441,0.07,0.242763121,0.032,1,9,498,-0.991666667,Savanna,4
6454,126.4449387,49.90095441,-0.03,0.216786631,0.045,3,9,548,-1.883333333,Savanna,4
6470,127.2949387,49.90095441,0.04,0.239110724,0.034,1,12,537,0.35,Cropland,1
6143,119.7949387,49.85095441,-0.07,0.257635479,0.027,3,10,407,-2.883333333,Grassland,3
6145,119.8949387,49.85095441,-0.06,0.325796033,0.011,3,12,411,-2.975,Cropland,1
6154,120.3449387,49.85095441,0.17,0.441631839,0.002,1,10,410,-2.341666667,Grassland,3
6155,120.3949387,49.85095441,0.15,0.450234393,0.002,1,10,414,-2.475,Grassland,3
6156,120.4449387,49.85095441,0.14,0.354951505,0.007,1,10,419,-2.666666667,Grassland,3
6158,120.5449387,49.85095441,-0.04,0.257137859,0.027,3,12,431,-3.016666667,Cropland,1
6194,122.3449387,49.85095441,0.05,0.265762159,0.024,1,8,514,-4.108333333,Shrubland,4
5973,120.1949387,49.80095441,-0.11,0.57223385,0,3,10,400,-2.075,Grassland,3
5974,120.2449387,49.80095441,-0.09,0.376642901,0.005,3,10,414,-2.608333333,Grassland,3
5975,120.2949387,49.80095441,-0.07,0.390535192,0.004,3,10,410,-2.383333333,Grassland,3
5976,120.3449387,49.80095441,0.06,0.294038836,0.016,1,10,418,-2.7,Grassland,3
5977,120.3949387,49.80095441,0.07,0.522095417,0,1,12,437,-3.4,Cropland,1
5978,120.4449387,49.80095441,0.05,0.228885443,0.038,1,12,426,-2.925,Cropland,1
5979,120.4949387,49.80095441,0.03,0.289246936,0.018,1,12,438,-3.433333333,Cropland,1
5989,120.9949387,49.80095441,0.03,0.334275356,0.01,1,4,462,-3.766666667,Forest,2
5990,121.0449387,49.80095441,-0.04,0.444850329,0.002,3,4,469,-4.008333333,Forest,2
5994,121.2449387,49.80095441,-0.04,0.267538183,0.023,3,9,453,-3.125,Savanna,4
6018,122.4449387,49.80095441,-0.08,0.370121501,0.006,3,8,525,-4.258333333,Shrubland,4
6087,125.8949387,49.80095441,-0.03,0.24070616,0.033,3,9,521,-1.275,Savanna,4
6089,125.9949387,49.80095441,-0.08,0.332660174,0.01,3,4,528,-1.533333333,Forest,2
6110,127.0449387,49.80095441,0.02,0.310642631,0.013,1,4,555,-1.116666667,Forest,2
5750,118.4449387,49.75095441,0.08,0.286087905,0.018,1,10,331,-1.233333333,Grassland,3
5786,120.2449387,49.75095441,-0.12,0.638541698,0,3,10,404,-2.116666667,Grassland,3
5787,120.2949387,49.75095441,-0.1,0.458091194,0.001,3,10,407,-2.233333333,Grassland,3
5788,120.3449387,49.75095441,0.08,0.385922032,0.005,1,12,411,-2.358333333,Cropland,1
5789,120.3949387,49.75095441,0.1,0.452529941,0.002,1,10,418,-2.491666667,Grassland,3
5790,120.4449387,49.75095441,0.07,0.37099431,0.006,1,12,425,-2.791666667,Cropland,1
5806,121.2449387,49.75095441,-0.07,0.282591057,0.019,3,10,463,-3.366666667,Grassland,3
5559,118.4449387,49.70095441,-0.03,0.217633051,0.044,3,10,331,-1.216666667,Grassland,3
5593,120.1449387,49.70095441,-0.06,0.35338868,0.007,3,10,404,-2.3,Grassland,3
5594,120.1949387,49.70095441,-0.06,0.371017032,0.006,3,10,417,-2.783333333,Grassland,3
5595,120.2449387,49.70095441,-0.11,0.554194671,0,3,10,407,-2.266666667,Grassland,3
5596,120.2949387,49.70095441,-0.08,0.330666191,0.01,3,10,410,-2.325,Grassland,3
5597,120.3449387,49.70095441,0.09,0.406526472,0.003,1,12,432,-3.258333333,Cropland,1
5611,121.0449387,49.70095441,0.07,0.313647459,0.013,1,12,444,-2.908333333,Cropland,1
5730,127.0449387,49.70095441,0.05,0.37455654,0.005,1,9,555,-1.033333333,Savanna,4
5357,118.1949387,49.65095441,-0.08,0.230388031,0.038,3,10,321,-1.208333333,Grassland,3
5369,118.7949387,49.65095441,0.24,0.331031797,0.01,1,10,362,-2.408333333,Grassland,3
5396,120.1449387,49.65095441,-0.1,0.542040653,0,3,10,404,-2.316666667,Grassland,3
5397,120.1949387,49.65095441,-0.06,0.30044968,0.015,3,10,411,-2.541666667,Grassland,3
5398,120.2449387,49.65095441,-0.11,0.428752762,0.002,3,10,428,-3.216666667,Grassland,3
5399,120.2949387,49.65095441,-0.08,0.541649219,0,3,12,421,-2.816666667,Cropland,1
5400,120.3449387,49.65095441,0.07,0.300634894,0.015,1,12,427,-3,Cropland,1
5407,120.6949387,49.65095441,-0.11,0.337075942,0.009,3,12,429,-2.516666667,Cropland,1
5501,125.3949387,49.65095441,-0.11,0.257908802,0.026,3,12,490,-0.316666667,Cropland,1
5515,126.0949387,49.65095441,-0.07,0.254355565,0.028,3,9,529,-1.341666667,Savanna,4
5545,127.5949387,49.65095441,-0.33,0.215420537,0.045,3,4,571,-0.45,Forest,2
5149,117.3949387,49.60095441,0.06,0.317921035,0.012,1,10,317,-1.65,Grassland,3
5151,117.4949387,49.60095441,-0.11,0.23280071,0.036,3,10,316,-1.516666667,Grassland,3
5182,119.4449387,49.60095441,-0.12,0.298990974,0.015,3,10,368,-1.733333333,Grassland,3
5183,119.4949387,49.60095441,-0.1,0.305741584,0.014,3,10,367,-1.575,Grassland,3
5184,119.5449387,49.60095441,-0.12,0.362160447,0.006,3,10,373,-1.841666667,Grassland,3
5187,119.6949387,49.60095441,0.04,0.215658773,0.045,1,10,368,-1.433333333,Grassland,3
5196,120.1449387,49.60095441,0.1,0.543862669,0,1,10,398,-1.983333333,Grassland,3
5197,120.1949387,49.60095441,0.1,0.42231422,0.003,1,10,403,-2.075,Grassland,3
5198,120.2449387,49.60095441,0.08,0.383211505,0.005,1,10,415,-2.608333333,Grassland,3
5199,120.2949387,49.60095441,0.07,0.36872649,0.006,1,12,417,-2.608333333,Cropland,1
5204,120.5449387,49.60095441,-0.04,0.219292899,0.043,3,12,425,-2.55,Cropland,1
5206,120.6449387,49.60095441,-0.07,0.22188074,0.042,3,12,434,-2.816666667,Cropland,1
5207,120.6949387,49.60095441,-0.07,0.325266016,0.011,3,12,431,-2.608333333,Cropland,1
5218,121.2449387,49.60095441,-0.04,0.439969009,0.002,3,4,470,-3.333333333,Forest,2
5259,123.3449387,49.60095441,-0.04,0.2392057,0.034,3,9,500,-1.633333333,Savanna,4
5282,124.4949387,49.60095441,0.17,0.264587913,0.024,1,12,506,-1.141666667,Cropland,1
5300,125.3949387,49.60095441,-0.13,0.364899982,0.006,3,12,494,-0.516666667,Cropland,1
5307,125.7449387,49.60095441,-0.14,0.343651036,0.008,3,12,500,-0.441666667,Cropland,1
5335,127.1449387,49.60095441,0.12,0.227732493,0.039,1,9,562,-1.058333333,Savanna,4
5337,127.2449387,49.60095441,0.05,0.227609996,0.039,1,9,564,-0.983333333,Savanna,4
